passenger_id,age,nationality,loyalty_tier,lifetime_flights,lifetime_spend_usd,preferred_cabin,churn_risk_score,digital_checkin,app_user,account_age_years,avg_booking_lead_days,last_flight_days_ago
PAX000331,42,IN,Silver,11,7566.88,Economy,0.105,1,0,4.2,6,103
PAX000332,49,QA,Blue,4,3247.34,Economy,0.308,1,0,5.7,26,138
PAX000333,41,IN,Silver,13,7192.37,Economy,0.173,1,1,7.4,38,124
PAX000334,38,EG,Gold,31,29175.72,Economy,0.115,1,1,7.5,34,139
PAX000335,20,AU,Silver,16,11936.76,Economy,0.169,1,0,9.6,39,203
PAX000336,45,US,Gold,41,24954.12,Business,0.117,1,1,1.6,10,122
PAX000337,22,AU,Blue,3,1575.66,Economy,0.428,0,0,4.3,14,67
PAX000338,28,QA,Blue,2,3573.18,Economy,0.48,0,1,8.0,30,124
PAX000339,33,IN,Gold,14,28349.8,Economy,0.037,1,1,6.3,55,123
PAX000340,51,FR,Gold,54,22276.87,Business,0.01,1,1,3.7,48,48
PAX000341,27,AE,Silver,8,5956.75,Business,0.219,1,0,11.1,31,112
PAX000342,29,QA,Silver,11,9413.18,Economy,0.237,1,0,9.3,47,130
PAX000343,37,SG,Silver,13,10148.55,Economy,0.195,1,0,1.2,31,39
PAX000344,44,AU,Platinum,45,57248.6,Economy,0.068,1,1,10.6,32,129
PAX000345,25,US,Platinum,53,35351.53,First,0.07,0,1,6.2,29,14
PAX000346,37,GB,Gold,42,19189.33,Economy,0.119,1,1,2.7,13,100
PAX000347,32,AU,Gold,13,22111.92,Business,0.117,0,1,4.8,48,129
PAX000348,42,EG,Silver,20,10165.93,Economy,0.188,1,1,3.9,24,183
PAX000349,23,IN,Blue,3,1737.57,Economy,0.331,0,1,10.3,31,89
PAX000350,18,FR,Blue,2,3057.95,Economy,0.426,0,0,0.9,26,149
PAX000351,39,GB,Platinum,62,57335.77,Business,0.01,1,1,2.6,44,81
PAX000352,18,SG,Gold,31,25846.14,Business,0.16,1,1,9.9,26,22
PAX000353,18,GB,Blue,2,2782.25,Economy,0.468,1,1,4.5,34,45
PAX000354,35,AU,Platinum,54,58806.53,Business,0.032,1,1,7.3,21,97
PAX000355,33,IN,Platinum,90,65033.36,Business,0.03,1,1,2.5,34,86
PAX000356,27,US,Blue,2,2408.86,Economy,0.451,1,1,11.2,33,142
PAX000357,23,AE,Blue,2,3884.03,Economy,0.563,1,0,7.5,35,68
PAX000358,51,SG,Blue,2,3321.46,Economy,0.396,1,1,3.1,38,146
PAX000359,42,JP,Blue,2,2134.37,Economy,0.464,1,1,11.5,55,58
PAX000360,38,TH,Blue,3,2368.75,Economy,0.254,1,1,8.6,11,35
PAX000361,31,QA,Blue,2,3211.47,Economy,0.455,1,0,6.8,41,25
PAX000362,38,GB,Blue,2,3391.14,Economy,0.444,0,0,3.5,22,1
PAX000363,22,IN,Blue,4,2982.95,Economy,0.328,1,1,10.9,60,98
PAX000364,28,FR,Blue,3,2941.5,Economy,0.42,1,0,6.7,22,82
PAX000365,18,US,Gold,18,24952.3,Economy,0.108,1,0,9.4,2,50
PAX000366,38,QA,Blue,3,2130.85,Economy,0.351,1,0,9.0,33,77
PAX000367,24,US,Blue,5,1840.3,Economy,0.405,0,1,6.8,63,184
PAX000368,52,QA,Platinum,80,68830.9,Economy,0.01,1,1,2.7,28,228
PAX000369,41,AU,Silver,9,6650.3,Economy,0.183,1,0,2.0,55,23
PAX000370,31,FR,Silver,15,7743.75,Economy,0.236,1,1,1.3,34,20
PAX000371,46,GB,Silver,7,7050.28,Business,0.146,1,0,7.4,25,106
PAX000372,22,QA,Silver,13,7580.02,Business,0.128,1,1,5.6,10,179
PAX000373,42,AU,Blue,3,2656.68,Economy,0.319,1,1,8.7,27,90
PAX000374,31,JP,Blue,3,3422.91,Economy,0.398,0,0,8.2,60,54
PAX000375,26,IN,Blue,2,2455.39,Economy,0.464,0,1,2.7,36,194
PAX000376,39,IN,Blue,3,3693.55,Economy,0.334,0,0,1.6,1,97
PAX000377,35,AU,Silver,16,6393.52,Economy,0.153,1,0,9.7,60,124
PAX000378,40,DE,Blue,2,2387.55,Economy,0.458,0,1,0.8,1,25
PAX000379,32,GB,Silver,7,10701.37,Economy,0.165,0,0,10.1,29,1
PAX000380,19,QA,Blue,2,1716.77,Economy,0.406,1,0,11.5,19,149
PAX000381,40,GB,Blue,2,1941.09,Economy,0.455,0,1,5.3,29,81
PAX000382,51,IN,Gold,18,17785.31,Economy,0.023,1,1,4.4,32,112
PAX000383,30,DE,Blue,2,2237.23,Economy,0.476,0,0,10.0,61,130
PAX000384,38,IN,Platinum,57,68685.93,Economy,0.072,1,1,8.0,37,79
PAX000385,52,GB,Blue,4,2348.1,Economy,0.242,0,0,6.3,2,88
PAX000386,34,QA,Blue,2,2864.2,Business,0.446,1,1,5.6,7,40
PAX000387,18,TH,Silver,9,5168.87,Economy,0.218,1,1,2.1,35,10
PAX000388,18,SG,Silver,11,9034.9,Economy,0.185,1,0,6.2,62,79
PAX000389,23,QA,Blue,2,4086.43,Economy,0.401,1,1,11.1,17,45
PAX000390,40,AU,Blue,2,4824.29,Economy,0.517,1,1,10.7,17,164
PAX000391,24,JP,Silver,10,11190.26,Economy,0.273,1,0,2.6,27,55
PAX000392,43,JP,Gold,22,24129.99,Economy,0.09,1,1,2.4,54,73
PAX000393,18,DE,Blue,2,2263.08,Economy,0.453,0,1,9.4,51,157
PAX000394,23,QA,Blue,2,2308.09,Business,0.4,1,0,10.8,35,83
PAX000395,45,DE,Platinum,65,74224.12,Business,0.037,1,1,4.8,1,121
PAX000396,35,DE,Blue,2,3378.58,Economy,0.483,0,1,8.4,46,138
PAX000397,18,IN,Blue,2,2454.36,Economy,0.477,0,0,11.6,26,1
PAX000398,35,US,Blue,3,2397.62,Economy,0.288,0,0,11.0,42,159
PAX000399,27,QA,Blue,2,2629.01,Economy,0.474,0,0,2.3,28,183
PAX000400,49,QA,Platinum,42,64692.23,Economy,0.01,1,1,5.7,30,101
PAX000401,18,QA,Blue,2,3004.03,Economy,0.356,0,1,9.2,39,143
PAX000402,38,SG,Gold,28,20806.16,Economy,0.107,1,0,9.2,40,84
PAX000403,62,GB,Gold,29,23066.94,Economy,0.01,1,1,6.5,53,90
PAX000404,27,US,Blue,1,2542.82,Economy,0.364,0,0,1.7,62,195
PAX000405,28,EG,Silver,16,9072.74,Business,0.18,1,0,9.2,30,49
PAX000406,39,GB,Blue,3,3104.1,Economy,0.354,1,0,3.8,76,13
PAX000407,61,GB,Gold,36,31521.96,Economy,0.022,1,1,3.2,17,46
PAX000408,23,TH,Silver,22,8299.0,Economy,0.191,0,1,5.5,48,22
PAX000409,22,AU,Blue,1,1949.24,Economy,0.555,1,1,8.3,58,223
PAX000410,30,SG,Silver,11,11360.26,Economy,0.232,0,0,8.9,33,90
PAX000411,40,QA,Blue,2,2478.29,Economy,0.488,0,0,5.8,22,133
PAX000412,25,GB,Silver,14,7817.24,Economy,0.184,1,1,4.3,8,137
PAX000413,28,GB,Blue,3,3413.6,Economy,0.373,0,1,10.8,40,130
PAX000414,42,QA,Silver,11,11544.16,Economy,0.095,0,0,4.3,38,79
PAX000415,28,DE,Blue,4,2838.38,Economy,0.337,1,1,7.2,44,1
PAX000416,35,EG,Blue,2,2565.16,Economy,0.515,1,1,1.6,49,126
PAX000417,33,IN,Blue,4,2848.74,Economy,0.311,1,0,10.6,5,109
PAX000418,57,JP,Blue,2,4449.74,Economy,0.426,1,0,7.9,54,23
PAX000419,18,QA,Gold,28,18564.15,Economy,0.094,1,1,7.9,34,115
PAX000420,25,QA,Blue,2,1772.6,Business,0.426,0,1,1.3,44,174
PAX000421,39,AE,Gold,26,19550.96,Business,0.107,0,1,6.3,1,6
PAX000422,49,QA,Platinum,52,68288.54,First,0.015,1,1,1.8,59,100
PAX000423,41,IN,Blue,2,2585.35,Economy,0.42,0,0,11.9,50,1
PAX000424,29,IN,Blue,2,3264.43,Economy,0.39,1,1,5.6,40,137
PAX000425,25,AU,Blue,4,1961.7,Economy,0.265,0,1,4.5,27,27
PAX000426,35,SG,Blue,3,2881.71,Economy,0.381,1,0,2.7,29,132
PAX000427,22,EG,Silver,9,6916.7,Economy,0.205,1,1,9.2,58,71
PAX000428,18,US,Platinum,44,47699.48,Business,0.016,1,1,5.7,1,90
PAX000429,40,IN,Blue,3,2717.78,Economy,0.329,1,1,6.0,7,9
PAX000430,41,GB,Silver,16,10072.81,Economy,0.136,1,0,11.5,46,16
PAX000431,36,SG,Silver,10,7857.64,Economy,0.17,1,1,3.2,42,127
PAX000432,23,SG,Platinum,49,74722.55,Economy,0.023,1,0,2.2,44,91
PAX000433,41,IN,Gold,33,23328.33,Business,0.038,1,1,4.8,34,1
PAX000434,32,JP,Blue,2,2991.14,Economy,0.424,1,1,1.1,3,123
PAX000435,37,SG,Silver,11,9298.9,Business,0.268,0,0,7.0,47,219
PAX000436,26,US,Blue,2,2769.38,Economy,0.448,1,1,2.2,7,57
PAX000437,24,IN,Platinum,50,82389.17,Business,0.013,1,0,1.6,51,25
PAX000438,34,FR,Blue,2,3598.22,Economy,0.503,1,1,4.2,23,58
PAX000439,18,US,Silver,16,9303.64,Economy,0.213,1,1,0.6,35,76
PAX000440,18,US,Blue,2,2937.3,Economy,0.452,0,1,12.0,31,34
PAX000441,38,QA,Silver,8,7495.18,Economy,0.196,1,1,11.2,74,64
PAX000442,30,FR,Platinum,50,54606.51,Economy,0.01,1,1,3.7,40,88
PAX000443,24,US,Blue,3,2611.95,Economy,0.349,1,1,7.3,52,132
PAX000444,35,DE,Gold,31,31372.74,First,0.195,1,1,7.2,26,37
PAX000445,29,EG,Platinum,74,83932.33,First,0.01,1,1,11.4,47,100
PAX000446,31,AE,Silver,8,8692.3,Economy,0.188,1,1,7.6,58,149
PAX000447,36,EG,Silver,15,6718.92,Business,0.116,0,0,4.9,49,128
PAX000448,34,EG,Blue,3,2966.16,Business,0.298,1,0,4.8,48,11
PAX000449,41,AU,Platinum,65,86589.15,Economy,0.01,0,1,7.0,32,13
PAX000450,18,DE,Blue,1,2361.35,Economy,0.422,0,1,1.6,50,92
PAX000451,34,JP,Blue,2,2969.35,Economy,0.522,0,0,1.4,16,43
PAX000452,43,DE,Blue,3,2125.24,Economy,0.364,1,0,11.7,48,76
PAX000453,25,FR,Silver,17,8566.24,Economy,0.199,0,0,6.6,45,1
PAX000454,40,FR,Blue,2,3518.93,Economy,0.402,1,0,4.3,32,138
PAX000455,36,IN,Blue,3,1592.55,Economy,0.335,1,1,10.9,29,4
PAX000456,31,FR,Silver,9,13581.04,Economy,0.181,1,0,9.2,24,64
PAX000457,31,TH,Gold,19,19625.48,Economy,0.062,1,1,10.6,4,115
PAX000458,31,AE,Blue,1,2759.36,Business,0.447,0,0,2.5,25,141
PAX000459,48,DE,Platinum,63,19302.76,Economy,0.066,1,1,1.6,49,226
PAX000460,27,US,Silver,13,7291.92,Economy,0.138,1,1,0.8,27,51
PAX000461,18,GB,Silver,16,6818.39,Economy,0.085,0,0,9.6,31,90
PAX000462,49,US,Silver,5,5276.03,Economy,0.076,1,0,11.0,17,144
PAX000463,33,QA,Silver,15,11645.02,Economy,0.188,1,0,6.6,47,101
PAX000464,18,FR,Silver,13,6939.27,Economy,0.153,0,1,1.0,34,44
PAX000465,27,QA,Blue,3,1857.02,Economy,0.339,1,1,7.1,17,128
PAX000466,36,SG,Blue,4,1658.31,Economy,0.347,0,0,7.2,29,126
PAX000467,20,JP,Gold,41,15040.34,Economy,0.091,1,1,6.1,56,33
PAX000468,51,IN,Silver,8,8417.02,Economy,0.143,0,1,9.1,1,1
PAX000469,22,GB,Blue,5,2863.14,Business,0.279,0,1,1.8,10,218
PAX000470,32,AE,Blue,1,2781.49,Economy,0.439,1,1,8.5,47,98
PAX000471,36,QA,Silver,6,9733.86,Economy,0.195,1,0,8.1,31,1
PAX000472,29,US,Silver,15,6206.86,Economy,0.206,1,0,2.4,42,89
PAX000473,64,US,Gold,29,17197.07,Business,0.01,1,1,0.8,7,1
PAX000474,26,GB,Silver,14,9108.58,Economy,0.247,1,0,2.7,19,57
PAX000475,19,US,Gold,44,27352.14,Economy,0.091,1,1,9.4,38,152
PAX000476,36,JP,Platinum,58,70882.51,Business,0.041,1,1,3.4,26,1
PAX000477,41,IN,Blue,1,2478.69,Economy,0.473,0,1,8.5,32,173
PAX000478,32,DE,Blue,4,3199.56,Economy,0.341,0,1,2.4,63,65
PAX000479,26,SG,Blue,3,3541.28,Economy,0.362,1,0,4.7,41,40
PAX000480,26,DE,Blue,1,3096.78,Economy,0.446,0,0,6.8,37,96
PAX000481,26,TH,Blue,2,1446.71,Economy,0.433,1,0,9.7,1,1
PAX000482,20,SG,Silver,16,10042.95,Economy,0.159,1,1,1.5,16,125
PAX000483,35,IN,Blue,2,3018.87,Business,0.387,1,1,2.0,30,57
PAX000484,29,IN,Blue,2,2794.45,Economy,0.479,0,1,8.5,44,23
PAX000485,18,IN,Blue,4,3246.08,Economy,0.313,1,0,6.7,46,149
PAX000486,36,GB,Gold,22,19143.22,Economy,0.125,0,1,4.7,33,19
PAX000487,27,SG,Blue,2,2004.46,Economy,0.48,0,1,9.2,22,74
PAX000488,18,QA,Blue,2,3125.24,Business,0.46,0,1,7.9,70,122
PAX000489,18,EG,Platinum,79,61489.37,Economy,0.015,1,1,7.4,30,82
PAX000490,38,FR,Blue,1,2643.18,Economy,0.394,1,1,10.6,26,88
PAX000491,32,FR,Platinum,62,82295.66,First,0.01,1,1,0.7,22,73
PAX000492,31,QA,Blue,3,2634.47,Economy,0.297,1,0,11.4,31,134
PAX000493,45,GB,Blue,4,4297.27,Business,0.331,1,1,6.7,7,182
PAX000494,22,SG,Blue,1,2396.34,Business,0.474,1,0,9.1,21,74
PAX000495,39,US,Blue,2,2131.01,Economy,0.426,1,1,3.1,4,1
PAX000496,37,DE,Gold,32,20661.5,Economy,0.102,1,1,3.7,12,23
PAX000497,43,TH,Silver,12,6617.48,Economy,0.224,1,1,3.0,47,82
PAX000498,19,JP,Gold,31,22805.48,Economy,0.106,1,1,7.5,26,271
PAX000499,42,JP,Silver,12,7161.66,Economy,0.242,0,1,2.3,17,131
PAX000500,23,US,Blue,1,2862.48,Economy,0.421,0,1,7.7,20,24
PAX000501,42,IN,Silver,5,7928.78,First,0.121,1,1,11.9,80,156
PAX000502,32,FR,Blue,3,3265.37,Economy,0.346,1,1,0.8,46,83
PAX000503,34,GB,Blue,3,3056.04,Economy,0.401,1,1,10.4,6,30
PAX000504,57,GB,Gold,14,23499.74,Business,0.05,1,1,3.2,28,108
PAX000505,44,US,Gold,51,30003.72,Economy,0.097,1,1,1.0,30,118
PAX000506,33,AU,Silver,9,8546.51,Economy,0.212,1,1,11.5,34,70
PAX000507,35,IN,Blue,5,2182.87,Economy,0.44,0,0,11.4,17,44
PAX000508,36,QA,Blue,3,2585.68,Economy,0.34,0,1,4.7,36,96
PAX000509,33,SG,Platinum,57,70888.39,Economy,0.01,1,1,9.8,46,91
PAX000510,30,QA,Blue,3,1936.22,Economy,0.325,1,0,11.0,23,28
PAX000511,37,US,Blue,2,3526.13,Economy,0.469,1,0,6.4,14,16
PAX000512,36,EG,Blue,4,2429.94,Economy,0.408,1,0,6.8,53,61
PAX000513,24,AE,Blue,3,2559.9,Economy,0.345,0,0,0.5,36,65
PAX000514,24,QA,Blue,3,2253.37,Economy,0.3,0,1,6.2,35,66
PAX000515,18,IN,Silver,11,8387.71,Economy,0.268,0,1,1.2,63,119
PAX000516,23,US,Silver,15,5954.58,Economy,0.283,1,1,4.9,57,133
PAX000517,39,IN,Blue,2,2484.55,Economy,0.373,1,0,3.4,33,118
PAX000518,25,EG,Silver,7,9726.01,Economy,0.125,1,1,7.4,19,46
PAX000519,29,GB,Silver,14,9574.91,Economy,0.239,0,0,6.3,35,78
PAX000520,43,QA,Silver,12,5880.19,Economy,0.176,1,0,1.9,34,127
PAX000521,21,QA,Silver,20,7323.16,Business,0.181,0,0,7.6,40,47
PAX000522,41,FR,Blue,2,2984.18,Economy,0.427,1,1,5.1,25,97
PAX000523,39,QA,Silver,17,7793.06,Economy,0.248,1,0,9.4,42,107
PAX000524,44,SG,Silver,9,8988.87,Economy,0.18,0,1,3.8,35,63
PAX000525,35,QA,Platinum,61,47844.92,Business,0.067,1,1,2.0,33,159
PAX000526,35,QA,Gold,32,20440.18,Business,0.037,1,1,11.0,25,170
PAX000527,18,EG,Blue,2,1511.14,Economy,0.403,0,1,5.0,14,113
PAX000528,40,FR,Silver,10,11152.1,Economy,0.163,0,1,5.0,32,107
PAX000529,35,US,Blue,1,2829.6,Economy,0.43,1,1,1.1,65,84
PAX000530,40,AE,Blue,2,3400.79,Economy,0.389,1,1,5.6,52,131
PAX000531,29,US,Blue,1,3195.3,Economy,0.46,1,1,1.1,1,32
PAX000532,34,SG,Silver,9,7206.1,Economy,0.172,1,1,7.9,41,110
PAX000533,35,SG,Platinum,90,76547.76,Economy,0.079,1,1,11.8,23,100
PAX000534,29,FR,Blue,3,3026.84,Economy,0.366,1,1,7.9,10,86
PAX000535,36,QA,Silver,9,9165.11,Economy,0.163,1,0,6.7,69,1
PAX000536,26,DE,Platinum,82,88022.78,Economy,0.01,1,1,2.1,24,144
PAX000537,33,IN,Blue,3,1870.81,Economy,0.302,0,1,9.4,40,1
PAX000538,37,SG,Gold,34,18105.74,Economy,0.055,1,1,9.4,34,36
PAX000539,36,IN,Blue,3,2688.71,Economy,0.317,1,1,3.2,35,188
PAX000540,38,US,Blue,2,2761.84,Economy,0.483,1,0,11.0,64,67
PAX000541,36,GB,Blue,3,2631.13,Economy,0.317,0,1,10.6,27,47
PAX000542,34,GB,Silver,6,10093.82,Economy,0.134,1,0,10.3,34,80
PAX000543,25,JP,Blue,1,2919.81,Economy,0.414,1,0,11.9,24,108
PAX000544,51,FR,Platinum,49,57807.98,Economy,0.01,1,1,3.3,58,127
PAX000545,36,QA,Platinum,41,47000.37,Economy,0.021,1,1,1.5,25,80
PAX000546,36,SG,Blue,3,1887.92,Economy,0.327,1,0,2.8,45,203
PAX000547,49,IN,Blue,3,3983.59,Economy,0.207,1,1,9.9,45,94
PAX000548,36,FR,Gold,31,35895.53,Business,0.106,0,1,10.7,55,101
PAX000549,40,US,Gold,26,22334.95,Economy,0.01,1,1,9.5,42,71
PAX000550,37,AE,Blue,3,1562.99,Business,0.304,0,1,2.9,31,81
PAX000551,41,FR,Platinum,25,46076.93,Economy,0.01,1,0,7.5,37,84
PAX000552,70,GB,Gold,32,18444.36,Economy,0.011,0,1,6.3,31,59
PAX000553,39,JP,Blue,4,3886.41,Economy,0.265,1,1,10.6,46,145
PAX000554,32,JP,Silver,18,13112.97,Economy,0.1,1,1,8.4,17,129
PAX000555,47,US,Blue,5,3173.84,Economy,0.343,1,1,7.5,9,124
PAX000556,31,AE,Silver,10,12075.74,Economy,0.279,0,0,8.7,37,75
PAX000557,36,EG,Blue,2,3739.33,Economy,0.327,1,1,3.1,50,129
PAX000558,35,US,Silver,7,10504.86,Economy,0.149,1,0,5.9,43,55
PAX000559,30,GB,Platinum,45,57050.47,Economy,0.08,1,1,8.9,11,218
PAX000560,54,QA,Blue,4,3050.63,Business,0.264,0,0,10.8,33,137
PAX000561,50,GB,Blue,4,3452.3,Business,0.211,1,1,1.3,43,21
PAX000562,35,GB,Platinum,63,76875.11,Economy,0.01,1,1,10.7,31,107
PAX000563,21,QA,Silver,13,4901.12,Economy,0.141,1,1,6.2,26,121
PAX000564,28,SG,Blue,2,3064.54,Business,0.44,0,0,4.8,50,107
PAX000565,34,US,Blue,3,3041.14,Economy,0.373,1,1,6.4,36,109
PAX000566,33,IN,Blue,3,2084.43,Economy,0.415,1,1,2.9,6,76
PAX000567,41,JP,Gold,30,20947.4,Economy,0.1,1,1,4.0,60,111
PAX000568,38,FR,Silver,9,8001.65,Economy,0.164,1,1,7.2,31,1
PAX000569,35,JP,Blue,1,3575.05,Economy,0.333,1,1,2.3,35,52
PAX000570,28,QA,Silver,9,5334.52,First,0.189,1,1,1.7,49,26
PAX000571,45,IN,Silver,14,6787.84,Economy,0.226,1,1,2.3,21,100
PAX000572,54,US,Gold,35,23067.02,Economy,0.057,1,1,6.3,20,42
PAX000573,25,FR,Gold,29,14865.0,First,0.068,1,1,12.0,39,140
PAX000574,44,IN,Blue,2,3108.31,Economy,0.564,1,1,7.4,34,47
PAX000575,26,QA,Blue,4,2668.42,Economy,0.385,1,0,11.2,19,175
PAX000576,28,US,Silver,11,8998.68,Economy,0.112,0,0,10.4,21,115
PAX000577,43,US,Platinum,72,53181.08,Business,0.052,1,1,7.5,35,42
PAX000578,36,GB,Silver,13,11083.55,Economy,0.193,1,1,10.4,10,99
PAX000579,24,FR,Blue,2,3166.46,Economy,0.544,0,1,2.7,1,81
PAX000580,37,EG,Blue,2,1885.68,Economy,0.484,1,1,10.8,22,1
PAX000581,47,GB,Gold,31,20500.69,Business,0.01,1,1,7.1,18,46
PAX000582,23,TH,Blue,2,3164.95,Economy,0.411,1,1,3.0,37,124
PAX000583,26,IN,Blue,3,2313.42,Economy,0.304,1,1,11.9,13,42
PAX000584,36,US,Silver,17,7854.31,Economy,0.179,0,1,3.9,2,1
PAX000585,39,GB,Blue,2,1807.84,Economy,0.481,1,0,3.9,55,97
PAX000586,31,QA,Silver,12,12990.36,Business,0.207,1,1,7.3,38,96
PAX000587,26,GB,Blue,3,2426.69,Economy,0.364,0,0,5.0,40,86
PAX000588,27,QA,Blue,2,1649.59,Economy,0.431,1,1,4.7,37,39
PAX000589,45,JP,Blue,3,4270.65,Economy,0.402,1,0,4.2,45,108
PAX000590,44,IN,Blue,3,2281.16,Economy,0.353,0,1,9.8,50,12
PAX000591,40,US,Platinum,52,52192.26,Economy,0.086,1,1,2.6,43,1
PAX000592,31,US,Blue,1,2604.18,Economy,0.391,1,1,3.5,54,119
PAX000593,39,US,Blue,4,2820.24,Economy,0.342,1,1,5.2,28,142
PAX000594,34,QA,Blue,2,3411.76,Economy,0.458,1,0,2.3,32,135
PAX000595,24,GB,Silver,10,7316.75,Business,0.165,0,1,7.9,60,1
PAX000596,38,AE,Silver,15,4858.39,Economy,0.169,0,0,1.0,49,42
PAX000597,24,US,Blue,4,3779.92,Economy,0.411,0,0,7.3,38,43
PAX000598,36,QA,Silver,9,9194.8,Economy,0.123,0,1,9.3,15,197
PAX000599,29,QA,Silver,8,6945.34,Economy,0.243,1,1,11.1,17,103
PAX000600,44,QA,Blue,3,1664.78,Business,0.358,1,1,8.3,37,1
PAX000601,20,QA,Blue,2,2767.19,Economy,0.507,1,1,7.7,48,1
PAX000602,35,QA,Silver,12,9085.89,Economy,0.215,0,1,6.7,5,125
PAX000603,34,JP,Silver,17,10949.47,Economy,0.185,0,1,7.9,26,114
PAX000604,18,QA,Blue,3,2285.77,Business,0.373,0,0,1.8,19,1
PAX000605,32,EG,Blue,2,1793.23,Economy,0.423,1,1,9.6,52,111
PAX000606,46,AE,Silver,15,10378.0,Economy,0.143,1,1,8.9,65,120
PAX000607,47,GB,Silver,12,9857.8,Economy,0.157,0,1,9.9,4,159
PAX000608,50,IN,Gold,40,31728.55,Business,0.017,1,1,6.3,65,1
PAX000609,20,JP,Blue,2,3483.8,Economy,0.53,1,0,2.6,28,31
PAX000610,25,DE,Blue,3,1977.55,Economy,0.305,1,1,4.8,30,110
PAX000611,26,AE,Silver,16,7060.67,Economy,0.111,1,1,0.6,37,106
PAX000612,34,GB,Blue,3,3078.03,Economy,0.349,1,1,1.6,3,89
PAX000613,25,AE,Platinum,48,71582.49,Economy,0.072,1,1,6.2,18,147
PAX000614,18,EG,Blue,2,2814.59,Economy,0.379,1,1,2.8,8,18
PAX000615,18,JP,Blue,2,3288.04,Economy,0.462,0,0,5.1,11,74
PAX000616,34,IN,Blue,1,2455.65,Economy,0.5,1,0,2.2,31,100
PAX000617,34,US,Gold,14,29068.17,Economy,0.055,1,1,4.5,28,19
PAX000618,40,AU,Platinum,33,78307.86,Business,0.046,1,1,0.6,17,174
PAX000619,47,IN,Blue,2,3426.68,Economy,0.38,0,0,5.7,33,98
PAX000620,33,DE,Gold,25,11273.3,Business,0.104,0,1,10.5,36,180
PAX000621,21,US,Blue,4,3572.75,Economy,0.347,1,0,6.1,72,67
PAX000622,32,EG,Blue,3,2901.74,Economy,0.302,0,1,5.8,35,60
PAX000623,37,QA,Blue,4,3847.73,Economy,0.329,0,0,8.0,56,98
PAX000624,22,SG,Silver,15,11739.79,Business,0.116,1,0,2.8,7,226
PAX000625,49,AE,Blue,2,3993.24,Economy,0.371,1,1,10.3,30,45
PAX000626,40,DE,Platinum,46,48492.44,Business,0.01,1,1,0.7,39,142
PAX000627,49,QA,Gold,28,19055.08,First,0.088,1,1,5.0,1,8
PAX000628,23,JP,Blue,1,2850.21,Economy,0.541,1,1,9.9,57,116
PAX000629,63,IN,Silver,16,8159.86,Economy,0.178,1,1,2.4,7,112
PAX000630,36,GB,Silver,11,6521.08,Economy,0.244,1,0,1.3,72,155
PAX000631,52,IN,Silver,13,7270.67,Economy,0.17,1,1,10.5,47,40
PAX000632,25,SG,Blue,3,3446.87,Economy,0.41,0,1,6.2,29,1
PAX000633,41,JP,Gold,32,24843.97,Business,0.078,1,1,3.1,34,138
PAX000634,39,EG,Blue,3,2477.46,Economy,0.402,0,0,9.3,20,144
PAX000635,43,US,Blue,2,3532.62,Economy,0.485,0,0,1.5,57,43
PAX000636,28,DE,Silver,12,6095.96,Economy,0.194,0,1,2.7,42,128
PAX000637,27,GB,Blue,2,3682.08,Business,0.456,1,0,9.7,34,55
PAX000638,27,IN,Gold,20,23833.16,First,0.045,1,1,7.3,16,140
PAX000639,31,AU,Silver,11,8980.9,First,0.211,1,0,5.3,40,90
PAX000640,35,EG,Blue,2,2288.39,Economy,0.443,1,1,10.0,37,51
PAX000641,28,GB,Blue,4,2608.76,Economy,0.326,1,0,3.0,18,38
PAX000642,47,IN,Gold,16,21898.95,Business,0.03,1,1,10.9,10,148
PAX000643,32,US,Silver,16,8333.69,Economy,0.15,1,0,3.5,53,33
PAX000644,42,GB,Platinum,31,66193.67,Economy,0.031,1,1,1.7,1,149
PAX000645,18,AE,Blue,2,1667.29,Economy,0.363,1,0,4.3,1,120
PAX000646,38,TH,Silver,8,8957.32,Economy,0.154,0,0,3.3,9,162
PAX000647,31,FR,Blue,2,2653.55,Economy,0.546,1,0,5.2,23,25
PAX000648,20,AU,Silver,8,8995.41,Economy,0.251,1,1,10.6,3,59
PAX000649,30,AE,Silver,9,3321.76,Economy,0.188,0,0,4.4,35,1
PAX000650,55,EG,Blue,2,3427.51,Economy,0.437,0,0,11.3,21,184
PAX000651,18,EG,Blue,1,3158.83,Economy,0.358,0,1,3.1,1,122
PAX000652,53,QA,Blue,2,2210.18,Economy,0.441,1,1,6.4,17,37
PAX000653,43,EG,Gold,23,18387.63,Business,0.04,1,1,0.6,24,185
PAX000654,28,FR,Blue,3,3938.79,Economy,0.342,1,1,10.8,44,197
PAX000655,48,GB,Gold,32,16050.58,Business,0.039,1,1,5.3,1,16
PAX000656,32,SG,Silver,7,5870.14,Economy,0.163,1,1,6.7,35,141
PAX000657,40,FR,Blue,2,897.62,Business,0.482,1,0,5.5,32,1
PAX000658,29,IN,Gold,27,29425.17,Economy,0.07,0,1,0.6,8,53
PAX000659,27,QA,Gold,40,17246.66,Business,0.174,1,1,9.7,9,29
PAX000660,38,SG,Blue,4,3084.97,Economy,0.259,0,0,8.6,51,44
PAX000661,40,AE,Blue,2,3183.6,Economy,0.431,1,1,1.5,10,113
PAX000662,31,AE,Silver,13,10630.99,Economy,0.198,1,1,8.4,30,97
PAX000663,34,GB,Gold,20,11528.8,Business,0.115,1,0,4.6,18,38
