flight_id,flight_date,month,route,aircraft_type,scheduled_duration_min,departure_delay_min,arrival_delay_min,on_time_delivery,load_factor,pax_capacity,pax_boarded,fuel_efficiency_lp100km,technical_delay,catering_issue
QA638,2024-09-30,9,DOH-SYD,A350-900,780,21.1,18.5,0,0.768,400,307,4.15,0,0
QA588,2024-06-06,6,DOH-LHR,A380-800,420,0.0,0.8,1,0.852,310,264,4.94,0,0
QA658,2024-06-03,6,DOH-BOM,A320neo,180,0.0,0.0,1,0.812,175,142,4.5,0,0
QA127,2024-12-19,12,DOH-CDG,A380-800,390,3.3,5.3,1,0.755,300,226,4.11,0,0
QA695,2024-11-15,11,DOH-LHR,A350-900,420,19.4,19.4,0,0.88,310,273,5.12,0,0
QA654,2024-10-25,10,DOH-SYD,A380-800,780,12.1,12.8,1,0.773,400,309,5.05,0,0
QA208,2024-05-16,5,DOH-SIN,A350-900,390,0.0,0.0,1,0.875,280,245,4.65,0,0
QA460,2024-07-22,7,DOH-SYD,A380-800,780,13.3,8.1,1,1.0,400,400,4.34,0,0
QA236,2024-07-20,7,DOH-BKK,B777-300ER,360,5.7,0.8,1,0.966,290,280,4.98,0,0
QA486,2024-04-15,4,DOH-JFK,B777-300ER,510,0.0,2.2,1,0.78,290,226,5.1,0,0
QA522,2024-05-02,5,DOH-SYD,A380-800,780,0.0,2.0,1,0.868,400,347,4.55,0,0
QA470,2024-08-09,8,DOH-DXB,A321neo,60,0.0,0.0,1,0.952,180,171,4.85,0,0
QA914,2024-05-19,5,DOH-BKK,B777-300ER,360,18.3,20.4,0,0.801,290,232,3.79,0,0
QA214,2024-06-30,6,DOH-BKK,B777-300ER,360,6.6,2.0,1,0.937,290,272,4.57,0,0
QA822,2024-06-24,6,DOH-SYD,A380-800,780,3.2,0.0,1,0.977,400,391,5.04,0,0
QA883,2024-03-28,3,DOH-SYD,A380-800,780,0.0,2.4,1,0.946,400,378,4.42,1,0
QA196,2024-12-08,12,DOH-JFK,A350-900,510,22.9,12.0,1,0.858,290,249,4.75,0,0
QA280,2024-12-18,12,DOH-NRT,A350-900,480,8.6,7.3,1,0.92,280,258,4.66,0,0
QA537,2024-09-23,9,DOH-SIN,B777-300ER,390,17.1,9.0,1,0.789,280,221,4.58,1,0
QA664,2024-04-13,4,DOH-SIN,A350-900,390,0.5,3.8,1,0.852,280,239,4.26,0,0
QA890,2024-08-25,8,DOH-BOM,B777-300ER,180,0.0,0.0,1,0.896,175,157,5.25,0,0
QA860,2024-08-22,8,DOH-BKK,A350-900,360,13.5,15.4,0,0.934,290,271,3.95,0,0
QA699,2024-04-08,4,DOH-CDG,A380-800,390,4.4,4.2,1,1.0,300,300,4.84,0,0
QA710,2024-12-23,12,DOH-SYD,A350-900,780,3.2,7.6,1,0.839,400,336,5.2,0,0
QA526,2024-02-27,2,DOH-BOM,A320neo,180,6.4,6.9,1,0.819,175,143,4.88,0,0
QA166,2024-11-19,11,DOH-JFK,B777-300ER,510,12.2,13.5,1,0.922,290,267,4.72,0,0
QA996,2024-03-19,3,DOH-CAI,A320neo,150,12.5,8.2,1,0.88,160,141,5.15,0,0
QA910,2024-07-16,7,DOH-BKK,B777-300ER,360,3.5,4.3,1,0.942,290,273,5.04,0,1
QA481,2024-07-31,7,DOH-BOM,A320neo,180,0.0,5.9,1,0.841,175,147,4.52,0,0
QA805,2024-04-26,4,DOH-SIN,A350-900,390,3.3,9.5,1,0.901,280,252,4.08,0,0
QA748,2024-11-16,11,DOH-LHR,A350-900,420,26.8,19.2,0,0.795,310,246,3.71,0,0
QA551,2024-03-17,3,DOH-LHR,A350-900,420,0.0,3.2,1,0.823,310,255,4.43,0,0
QA109,2024-10-31,10,DOH-SIN,A350-900,390,5.1,4.3,1,0.882,280,247,4.76,0,0
QA573,2024-12-18,12,DOH-SIN,B777-300ER,390,4.9,4.7,1,0.859,280,241,4.28,0,0
QA668,2024-01-20,1,DOH-BKK,B777-300ER,360,4.2,7.9,1,0.905,290,262,4.46,0,0
QA947,2024-10-14,10,DOH-LHR,A350-900,420,5.8,1.5,1,0.836,310,259,4.49,0,0
QA844,2024-12-05,12,DOH-BKK,B777-300ER,360,11.9,9.4,1,0.849,290,246,3.91,0,0
QA936,2024-01-31,1,DOH-DXB,A320neo,60,8.8,14.7,1,0.737,180,133,4.35,0,0
QA131,2024-05-03,5,DOH-JFK,A350-900,510,2.9,0.0,1,1.0,290,290,3.75,0,0
QA766,2024-02-13,2,DOH-SIN,A350-900,390,19.2,15.6,0,0.851,280,238,4.24,0,0
QA683,2024-10-09,10,DOH-DXB,A321neo,60,0.2,0.0,1,0.872,180,157,4.79,0,0
QA316,2024-10-03,10,DOH-SYD,A350-900,780,7.2,5.6,1,0.955,400,382,3.54,0,0
QA504,2024-12-06,12,DOH-BKK,B777-300ER,360,9.4,6.3,1,0.822,290,238,4.52,0,0
QA336,2024-06-03,6,DOH-BOM,B777-300ER,180,24.0,18.4,0,0.959,175,168,4.5,0,0
QA765,2024-08-08,8,DOH-LHR,A380-800,420,0.0,1.1,1,0.927,310,287,4.34,0,0
QA411,2024-01-27,1,DOH-SYD,A350-900,780,24.1,21.9,0,0.838,400,335,4.67,0,0
QA930,2024-03-04,3,DOH-DXB,A321neo,60,6.0,6.5,1,0.877,180,158,4.96,0,0
QA498,2024-11-16,11,DOH-DXB,A321neo,60,0.0,4.4,1,0.887,180,160,5.2,0,0
QA141,2024-08-06,8,DOH-BOM,A320neo,180,0.7,1.2,1,0.866,175,152,4.33,0,0
QA912,2024-10-17,10,DOH-CDG,A350-900,390,0.0,3.5,1,0.979,300,294,5.04,0,1
QA484,2024-10-28,10,DOH-DXB,A321neo,60,9.3,5.4,1,0.8,180,144,5.2,0,0
QA184,2024-08-27,8,DOH-LHR,A350-900,420,10.4,8.7,1,1.0,310,310,4.78,0,0
QA818,2024-06-09,6,DOH-JFK,B777-300ER,510,2.5,0.0,1,0.839,290,243,4.93,0,0
QA218,2024-10-25,10,DOH-DXB,A320neo,60,6.1,4.6,1,0.809,180,146,5.23,1,0
QA940,2024-09-08,9,DOH-JFK,A350-900,510,0.0,1.6,1,0.873,290,253,3.78,0,0
QA550,2024-12-16,12,DOH-LHR,A380-800,420,13.0,7.2,1,0.944,310,293,4.27,0,0
QA608,2024-10-17,10,DOH-SYD,A380-800,780,3.6,2.4,1,0.851,400,340,4.55,0,0
QA158,2024-02-21,2,DOH-SIN,B777-300ER,390,3.5,3.2,1,0.932,280,261,4.63,0,0
QA773,2024-06-10,6,DOH-CDG,A380-800,390,0.0,0.0,1,0.823,300,247,4.43,1,0
QA198,2024-04-16,4,DOH-BOM,B777-300ER,180,18.1,17.0,0,0.927,175,162,5.0,0,0
QA750,2024-10-18,10,DOH-BOM,B777-300ER,180,5.9,6.7,1,0.858,175,150,4.8,0,1
QA875,2024-04-22,4,DOH-SIN,B777-300ER,390,3.3,4.6,1,0.962,280,269,4.26,0,0
QA945,2024-03-19,3,DOH-LHR,A380-800,420,0.0,0.0,1,0.937,310,290,4.81,0,0
QA439,2024-07-07,7,DOH-BOM,A320neo,180,12.8,10.1,1,0.844,175,148,4.82,0,0
QA487,2024-03-28,3,DOH-LHR,A350-900,420,6.7,8.8,1,0.876,310,272,5.07,0,0
QA746,2024-02-21,2,DOH-SYD,A350-900,780,6.2,7.0,1,0.788,400,315,4.87,0,0
QA398,2024-08-30,8,DOH-SYD,A380-800,780,1.1,4.6,1,0.859,400,344,4.8,0,0
QA448,2024-12-06,12,DOH-SYD,A380-800,780,6.3,5.6,1,0.903,400,361,4.92,0,0
QA467,2024-03-25,3,DOH-BKK,A350-900,360,17.8,18.4,0,0.958,290,278,4.04,0,0
QA872,2024-08-21,8,DOH-BOM,A320neo,180,7.5,6.3,1,0.947,175,166,4.37,0,0
QA425,2024-04-13,4,DOH-JFK,A350-900,510,9.1,9.1,1,0.848,290,246,4.71,0,0
QA234,2024-04-21,4,DOH-JFK,B777-300ER,510,0.0,2.3,1,0.875,290,254,4.75,0,0
QA990,2024-05-06,5,DOH-LHR,A350-900,420,0.0,0.0,1,0.963,310,299,4.16,0,0
QA360,2024-02-27,2,DOH-BKK,A350-900,360,7.2,7.7,1,0.924,290,268,5.4,0,0
QA219,2024-11-26,11,DOH-SYD,A350-900,780,2.2,0.0,1,0.877,400,351,4.31,0,0
QA296,2024-01-25,1,DOH-BOM,B777-300ER,180,0.0,4.1,1,0.909,175,159,4.85,0,0
QA718,2024-08-27,8,DOH-CDG,A350-900,390,29.0,29.7,0,1.0,300,300,4.6,0,0
QA760,2024-12-24,12,DOH-JFK,B777-300ER,510,4.6,0.7,1,0.92,290,267,4.73,1,0
QA616,2024-06-02,6,DOH-SIN,B777-300ER,390,3.8,3.2,1,1.0,280,280,4.17,0,0
QA494,2024-03-25,3,DOH-CDG,A380-800,390,7.7,9.2,1,0.873,300,262,4.14,0,0
QA749,2024-03-03,3,DOH-SYD,A380-800,780,1.1,3.3,1,0.841,400,336,5.11,0,0
QA198,2024-08-29,8,DOH-NRT,A350-900,480,5.4,9.9,1,0.953,280,267,5.04,0,0
QA207,2024-05-05,5,DOH-BKK,A350-900,360,5.1,2.9,1,0.837,290,243,4.04,0,0
QA178,2024-08-17,8,DOH-CDG,A350-900,390,10.5,11.0,1,1.0,300,300,4.04,0,0
QA801,2024-01-28,1,DOH-SIN,B777-300ER,390,18.7,16.9,0,0.872,280,244,4.5,0,0
QA137,2024-02-05,2,DOH-DXB,A320neo,60,0.0,1.0,1,0.89,180,160,5.38,0,0
QA405,2024-11-21,11,DOH-LHR,A350-900,420,5.0,0.0,1,0.899,310,279,5.26,0,0
QA115,2024-11-21,11,DOH-LHR,A380-800,420,1.8,0.0,1,0.786,310,244,5.14,0,0
QA267,2024-11-07,11,DOH-CDG,A350-900,390,11.3,10.9,1,0.861,300,258,4.24,0,0
QA886,2024-10-22,10,DOH-LHR,A380-800,420,9.9,9.2,1,0.921,310,286,3.64,0,0
QA805,2024-10-07,10,DOH-BKK,B777-300ER,360,0.0,0.0,1,0.921,290,267,4.56,0,0
QA937,2024-09-16,9,DOH-LHR,A380-800,420,11.3,11.8,1,0.841,310,261,4.42,0,0
QA187,2024-11-15,11,DOH-LHR,A350-900,420,7.6,10.6,1,0.989,310,307,4.82,0,0
QA488,2024-11-28,11,DOH-BOM,A320neo,180,1.3,0.0,1,0.885,175,155,5.0,0,0
QA305,2024-07-27,7,DOH-DXB,A320neo,60,3.1,0.5,1,0.925,180,166,5.12,0,0
QA523,2024-05-16,5,DOH-SIN,A350-900,390,0.0,1.2,1,0.869,280,243,4.41,0,0
QA368,2024-05-23,5,DOH-LHR,A350-900,420,18.0,13.6,1,0.904,310,280,3.7,0,0
QA167,2024-10-05,10,DOH-CDG,A350-900,390,17.7,18.4,0,0.814,300,244,4.45,0,0
QA696,2024-04-13,4,DOH-DXB,A320neo,60,23.0,15.0,1,0.85,180,153,5.1,0,0
QA897,2024-06-17,6,DOH-NRT,B777-300ER,480,7.1,7.4,1,0.877,280,246,4.03,0,0
QA192,2024-07-28,7,DOH-DXB,A320neo,60,30.1,17.6,0,0.795,180,143,5.1,0,1
QA979,2024-01-22,1,DOH-NRT,A350-900,480,2.3,0.1,1,0.814,280,228,4.29,0,0
QA254,2024-08-31,8,DOH-BOM,B777-300ER,180,0.0,2.0,1,0.933,175,163,5.08,1,0
QA117,2024-08-25,8,DOH-SIN,A350-900,390,5.7,7.0,1,0.907,280,254,4.53,0,0
QA398,2024-12-18,12,DOH-CDG,A350-900,390,10.4,5.8,1,0.769,300,231,4.44,0,0
QA565,2024-07-02,7,DOH-JFK,B777-300ER,510,9.5,3.4,1,0.95,290,276,5.08,0,0
QA922,2024-01-30,1,DOH-JFK,A350-900,510,3.2,0.0,1,0.794,290,230,4.53,0,0
QA203,2024-08-31,8,DOH-LHR,A350-900,420,12.6,10.2,1,1.0,310,310,4.44,0,0
QA641,2024-05-13,5,DOH-LHR,A380-800,420,2.3,6.7,1,0.843,310,261,5.09,0,0
QA467,2024-12-04,12,DOH-JFK,A350-900,510,0.0,3.1,1,0.846,290,245,5.0,0,0
QA781,2024-02-04,2,DOH-LHR,A380-800,420,27.8,26.1,0,0.841,310,261,4.82,0,0
QA429,2024-09-02,9,DOH-CAI,A320neo,150,0.0,0.0,1,0.811,160,130,5.42,0,1
QA146,2024-10-23,10,DOH-JFK,A350-900,510,3.4,4.6,1,0.735,290,213,4.09,0,0
QA507,2024-08-28,8,DOH-JFK,A350-900,510,16.0,12.0,1,0.907,290,263,4.49,0,0
QA539,2024-09-26,9,DOH-SYD,A380-800,780,5.6,9.1,1,0.8,400,320,4.67,0,1
QA157,2024-11-13,11,DOH-JFK,B777-300ER,510,8.3,14.9,1,0.771,290,224,4.22,0,0
QA931,2024-11-16,11,DOH-BKK,B777-300ER,360,0.0,3.9,1,0.876,290,254,4.16,0,0
QA629,2024-08-23,8,DOH-DXB,A321neo,60,8.4,6.4,1,0.902,180,162,4.96,0,0
QA875,2024-02-13,2,DOH-NRT,A350-900,480,10.4,9.5,1,0.946,280,265,4.64,0,0
QA782,2024-10-29,10,DOH-BKK,B777-300ER,360,7.3,10.2,1,0.777,290,225,4.24,0,0
QA540,2024-01-21,1,DOH-SIN,A350-900,390,14.0,9.7,1,0.892,280,250,5.37,0,0
QA768,2024-12-15,12,DOH-NRT,B777-300ER,480,3.3,1.8,1,0.811,280,227,4.91,0,0
QA902,2024-11-08,11,DOH-NRT,A350-900,480,12.3,8.7,1,0.804,280,225,3.8,0,0
QA518,2024-05-04,5,DOH-BKK,B777-300ER,360,7.4,7.2,1,0.905,290,262,3.99,0,0
QA651,2024-11-11,11,DOH-JFK,A350-900,510,19.0,12.6,1,0.755,290,219,5.43,0,0
QA600,2024-10-29,10,DOH-BKK,B777-300ER,360,0.0,0.0,1,0.859,290,249,4.28,0,0
QA932,2024-05-09,5,DOH-JFK,B777-300ER,510,7.2,11.1,1,0.893,290,259,4.62,0,0
QA177,2024-11-28,11,DOH-SIN,A350-900,390,10.6,11.8,1,0.825,280,231,4.09,0,0
QA924,2024-07-26,7,DOH-BOM,A320neo,180,0.0,0.0,1,0.938,175,164,4.8,0,0
QA125,2024-12-30,12,DOH-NRT,B777-300ER,480,11.3,12.9,1,0.854,280,239,4.37,0,0
QA678,2024-07-24,7,DOH-LHR,A380-800,420,11.9,14.0,1,0.907,310,281,4.58,0,0
QA925,2024-09-11,9,DOH-BKK,B777-300ER,360,0.0,0.0,1,0.893,290,259,4.39,0,0
QA679,2024-02-16,2,DOH-CDG,A350-900,390,2.7,6.1,1,0.773,300,232,4.57,0,0
QA851,2024-08-01,8,DOH-LHR,A380-800,420,13.4,16.1,0,0.861,310,267,4.35,0,0
QA366,2024-08-03,8,DOH-BOM,A320neo,180,13.9,6.2,1,0.923,175,162,4.8,0,0
QA304,2024-04-07,4,DOH-SIN,B777-300ER,390,21.9,18.6,0,0.799,280,224,4.36,0,0
QA800,2024-10-22,10,DOH-JFK,A350-900,510,25.9,22.7,0,0.779,290,226,4.88,0,0
QA608,2024-06-24,6,DOH-LHR,A350-900,420,2.3,2.9,1,0.87,310,270,4.41,0,0
QA306,2024-02-17,2,DOH-JFK,B777-300ER,510,2.0,3.5,1,0.997,290,289,4.64,0,0
QA773,2024-10-01,10,DOH-BOM,B777-300ER,180,4.0,6.9,1,0.88,175,154,4.76,0,0
QA933,2024-07-16,7,DOH-LHR,A350-900,420,9.9,13.4,1,0.895,310,277,4.36,0,0
QA230,2024-05-27,5,DOH-SIN,B777-300ER,390,20.4,22.1,0,0.816,280,228,5.19,0,0
QA504,2024-10-06,10,DOH-NRT,B777-300ER,480,16.0,11.8,1,0.847,280,237,4.5,0,0
QA549,2024-03-25,3,DOH-LHR,A350-900,420,4.3,5.6,1,0.909,310,282,4.49,0,0
QA464,2024-06-24,6,DOH-SIN,A350-900,390,5.3,6.0,1,0.864,280,242,3.74,0,0
QA755,2024-10-31,10,DOH-BKK,B777-300ER,360,0.4,8.0,1,1.0,290,290,4.29,0,0
QA661,2024-08-14,8,DOH-SIN,A350-900,390,28.1,19.8,0,0.85,280,238,4.63,0,0
QA122,2024-10-22,10,DOH-CAI,A320neo,150,16.5,10.0,1,0.794,160,127,5.1,0,0
QA161,2024-05-04,5,DOH-LHR,A380-800,420,30.9,29.7,0,0.868,310,269,3.88,0,0
QA329,2024-02-24,2,DOH-BOM,A320neo,180,5.1,5.4,1,0.888,175,155,4.61,0,0
QA483,2024-07-17,7,DOH-LHR,A380-800,420,0.0,0.0,1,0.938,310,291,4.57,0,0
QA924,2024-03-17,3,DOH-SIN,B777-300ER,390,4.0,8.0,1,0.971,280,272,4.01,0,0
QA919,2024-05-08,5,DOH-BOM,B777-300ER,180,4.9,13.0,1,0.92,175,161,4.85,0,0
QA383,2024-08-02,8,DOH-LHR,A350-900,420,10.3,3.2,1,0.987,310,306,4.22,0,0
QA292,2024-01-15,1,DOH-LHR,A350-900,420,10.8,11.1,1,0.811,310,251,4.85,0,0
QA344,2024-04-12,4,DOH-LHR,A350-900,420,1.3,0.0,1,0.832,310,258,4.71,0,0
QA969,2024-11-24,11,DOH-CDG,A380-800,390,1.4,0.0,1,0.965,300,290,5.21,0,0
QA219,2024-08-10,8,DOH-JFK,B777-300ER,510,16.4,16.2,0,0.881,290,255,4.09,0,0
QA733,2024-07-12,7,DOH-LHR,A380-800,420,11.2,10.5,1,0.937,310,290,4.67,0,0
QA151,2024-11-10,11,DOH-CAI,A321neo,150,4.6,5.4,1,0.776,160,124,4.55,0,0
QA978,2024-04-01,4,DOH-BOM,A320neo,180,49.4,47.9,0,0.952,175,167,4.73,1,0
QA254,2024-02-21,2,DOH-SYD,A350-900,780,13.2,7.5,1,0.813,400,325,4.14,0,0
QA592,2024-11-22,11,DOH-BKK,B777-300ER,360,30.1,29.7,0,0.773,290,224,3.76,0,0
QA240,2024-09-26,9,DOH-SIN,A350-900,390,0.0,0.0,1,0.892,280,250,4.56,0,0
QA237,2024-07-10,7,DOH-JFK,B777-300ER,510,6.0,4.9,1,1.0,290,290,4.65,0,0
QA473,2024-02-02,2,DOH-LHR,A380-800,420,43.6,40.5,0,0.925,310,287,4.14,0,0
QA575,2024-06-09,6,DOH-BOM,A320neo,180,6.2,5.1,1,0.982,175,172,5.39,0,0
QA391,2024-04-29,4,DOH-DXB,A321neo,60,30.5,25.3,0,0.885,180,159,4.9,0,0
QA846,2024-03-26,3,DOH-DXB,A320neo,60,0.0,0.0,1,0.856,180,154,4.91,0,0
QA963,2024-07-05,7,DOH-BKK,B777-300ER,360,5.8,3.6,1,0.871,290,253,4.98,0,1
QA321,2024-10-16,10,DOH-LHR,A350-900,420,29.2,26.3,0,0.89,310,276,4.78,0,0
QA673,2024-09-09,9,DOH-JFK,B777-300ER,510,0.0,1.1,1,0.85,290,246,4.97,0,0
QA378,2024-06-05,6,DOH-SYD,A350-900,780,13.8,11.1,1,0.902,400,361,5.08,0,0
QA410,2024-12-23,12,DOH-LHR,A350-900,420,0.0,0.0,1,0.874,310,271,5.32,1,0
QA959,2024-10-26,10,DOH-LHR,A350-900,420,0.0,0.0,1,0.804,310,249,4.03,0,0
QA411,2024-08-25,8,DOH-LHR,A380-800,420,5.7,0.6,1,0.887,310,275,4.32,0,0
QA568,2024-07-13,7,DOH-JFK,A350-900,510,16.1,19.3,0,1.0,290,290,4.84,0,0
QA883,2024-10-13,10,DOH-CDG,A350-900,390,4.0,0.0,1,0.887,300,266,4.52,0,0
QA510,2024-04-28,4,DOH-JFK,B777-300ER,510,12.9,14.4,1,0.923,290,268,4.53,0,0
QA273,2024-03-21,3,DOH-DXB,A320neo,60,0.0,0.9,1,0.837,180,151,4.16,0,0
QA638,2024-01-10,1,DOH-NRT,A350-900,480,7.5,5.2,1,0.83,280,232,4.04,0,0
QA717,2024-04-12,4,DOH-BOM,A320neo,180,6.7,4.1,1,0.774,175,135,4.12,0,0
QA357,2024-05-22,5,DOH-JFK,A350-900,510,4.0,4.4,1,0.82,290,238,4.38,0,0
QA689,2024-05-16,5,DOH-DXB,A320neo,60,0.0,0.0,1,0.821,180,148,4.96,0,0
QA741,2024-02-21,2,DOH-JFK,B777-300ER,510,20.1,12.5,1,0.868,290,252,5.12,1,0
QA402,2024-11-01,11,DOH-CDG,A350-900,390,18.4,15.5,0,0.814,300,244,4.46,0,0
QA876,2024-01-22,1,DOH-DXB,A320neo,60,15.0,14.7,1,0.815,180,147,5.05,0,0
QA634,2024-08-09,8,DOH-SYD,A380-800,780,3.1,2.7,1,0.946,400,378,4.55,1,0
QA847,2024-07-03,7,DOH-DXB,A321neo,60,25.7,18.6,0,0.923,180,166,4.87,0,0
QA348,2024-05-04,5,DOH-LHR,A380-800,420,11.9,4.4,1,0.794,310,246,4.88,0,0
QA403,2024-12-16,12,DOH-SYD,A380-800,780,15.4,16.3,0,0.93,400,372,4.33,0,0
QA801,2024-11-26,11,DOH-SIN,A350-900,390,1.2,3.6,1,0.808,280,226,4.39,1,0
QA614,2024-10-15,10,DOH-BKK,B777-300ER,360,14.2,9.6,1,0.838,290,243,4.79,0,0
QA967,2024-05-31,5,DOH-SIN,A350-900,390,11.2,15.3,0,0.945,280,265,4.97,0,0
QA249,2024-08-25,8,DOH-NRT,A350-900,480,1.3,0.0,1,0.983,280,275,4.4,0,0
QA437,2024-04-24,4,DOH-JFK,A350-900,510,0.0,0.0,1,0.959,290,278,3.48,0,0
QA340,2024-02-19,2,DOH-DXB,A320neo,60,4.0,4.8,1,0.883,180,159,4.56,0,0
QA560,2024-07-31,7,DOH-NRT,B777-300ER,480,5.5,2.6,1,1.0,280,280,5.1,0,0
QA712,2024-04-08,4,DOH-JFK,A350-900,510,17.5,14.2,1,0.777,290,225,5.13,0,0
QA173,2024-09-23,9,DOH-CAI,A321neo,150,8.6,6.2,1,0.792,160,127,4.59,0,0
QA720,2024-11-08,11,DOH-DXB,A320neo,60,11.6,5.1,1,0.783,180,141,4.56,0,0
QA982,2024-11-07,11,DOH-BOM,A320neo,180,0.0,0.0,1,0.892,175,156,4.89,0,0
QA927,2024-03-20,3,DOH-CDG,A350-900,390,8.1,7.6,1,0.919,300,276,4.71,0,0
QA970,2024-10-24,10,DOH-CDG,A380-800,390,7.5,6.0,1,0.85,300,255,4.17,0,0
QA846,2024-11-19,11,DOH-JFK,A350-900,510,19.8,18.1,0,0.819,290,238,3.92,0,0
QA131,2024-01-10,1,DOH-CAI,A321neo,150,0.0,0.0,1,0.878,160,140,5.37,0,0
QA296,2024-07-09,7,DOH-SYD,A380-800,780,0.2,0.0,1,0.859,400,344,4.38,0,0
QA400,2024-06-15,6,DOH-LHR,A350-900,420,3.4,0.0,1,0.903,310,280,5.42,0,0
QA867,2024-09-17,9,DOH-BOM,A320neo,180,17.9,15.7,0,0.944,175,165,5.56,0,0
QA129,2024-05-25,5,DOH-CDG,A350-900,390,0.0,0.0,1,0.848,300,254,3.95,0,0
QA466,2024-10-09,10,DOH-SYD,A350-900,780,17.1,23.9,0,0.803,400,321,3.95,0,0
QA633,2024-03-24,3,DOH-SIN,B777-300ER,390,0.0,0.0,1,0.851,280,238,4.91,0,0
QA188,2024-02-11,2,DOH-BOM,A320neo,180,3.9,6.4,1,0.852,175,149,4.7,0,0
QA764,2024-11-14,11,DOH-LHR,A350-900,420,22.1,24.6,0,1.0,310,310,3.8,0,0
QA573,2024-05-06,5,DOH-CDG,A350-900,390,12.2,12.0,1,0.857,300,257,4.97,0,0
QA921,2024-01-08,1,DOH-CDG,A350-900,390,2.3,8.7,1,0.961,300,288,4.93,0,0
QA646,2024-01-12,1,DOH-LHR,A380-800,420,5.3,7.9,1,0.973,310,302,4.16,0,0
QA400,2024-01-23,1,DOH-LHR,A380-800,420,5.0,1.6,1,0.841,310,261,4.35,0,0
QA325,2024-12-26,12,DOH-LHR,A350-900,420,35.7,25.1,0,0.823,310,255,4.6,0,0
QA239,2024-04-09,4,DOH-LHR,A350-900,420,17.3,10.6,1,0.812,310,252,4.4,0,0
QA819,2024-10-12,10,DOH-LHR,A380-800,420,17.3,18.3,0,0.797,310,247,3.83,0,0
QA577,2024-03-21,3,DOH-SYD,A380-800,780,9.1,3.1,1,1.0,400,400,4.15,0,0
QA726,2024-07-30,7,DOH-LHR,A380-800,420,1.6,0.6,1,0.921,310,286,3.87,0,0
QA878,2024-09-23,9,DOH-LHR,A350-900,420,8.1,8.9,1,0.977,310,303,4.4,0,0
QA456,2024-06-08,6,DOH-DXB,A321neo,60,2.6,0.6,1,0.813,180,146,5.46,0,0
QA955,2024-06-23,6,DOH-SYD,A380-800,780,0.1,0.0,1,0.921,400,368,4.2,0,0
QA982,2024-07-11,7,DOH-CDG,A350-900,390,14.4,14.0,1,1.0,300,300,4.61,0,0
QA251,2024-01-12,1,DOH-DXB,A320neo,60,13.0,14.6,1,0.862,180,155,4.43,0,0
QA396,2024-01-07,1,DOH-BKK,B777-300ER,360,10.0,8.6,1,0.874,290,253,5.11,0,0
QA728,2024-10-06,10,DOH-LHR,A350-900,420,7.6,5.0,1,0.811,310,251,4.23,0,0
QA133,2024-09-10,9,DOH-JFK,A350-900,510,0.0,0.0,1,0.91,290,264,5.05,0,0
QA212,2024-03-25,3,DOH-BOM,A320neo,180,33.3,31.7,0,0.878,175,154,4.69,0,0
QA238,2024-09-29,9,DOH-DXB,A320neo,60,12.9,16.1,0,0.797,180,143,4.79,0,0
QA581,2024-05-30,5,DOH-DXB,A320neo,60,10.4,10.1,1,0.872,180,157,4.88,0,0
QA603,2024-10-11,10,DOH-DXB,A320neo,60,18.2,19.2,0,0.885,180,159,4.63,0,0
QA409,2024-04-27,4,DOH-DXB,A320neo,60,0.0,0.0,1,0.828,180,149,4.92,0,0
QA127,2024-04-27,4,DOH-CDG,A350-900,390,9.4,8.8,1,0.806,300,242,5.37,1,0
QA180,2024-06-10,6,DOH-DXB,A321neo,60,3.1,3.9,1,0.796,180,143,4.59,0,0
QA329,2024-03-09,3,DOH-NRT,B777-300ER,480,18.6,7.8,1,0.916,280,256,4.16,0,0
QA312,2024-07-15,7,DOH-CDG,A350-900,390,14.0,9.5,1,0.953,300,286,4.3,0,0
QA535,2024-01-07,1,DOH-SIN,B777-300ER,390,11.7,4.7,1,0.871,280,244,4.95,0,0
QA838,2024-06-16,6,DOH-SIN,B777-300ER,390,15.6,8.7,1,0.904,280,253,4.21,0,1
QA184,2024-07-07,7,DOH-JFK,B777-300ER,510,0.6,1.4,1,0.897,290,260,4.31,0,0
QA531,2024-11-10,11,DOH-CAI,A320neo,150,9.2,13.4,1,0.894,160,143,4.48,0,0
QA839,2024-08-01,8,DOH-SYD,A350-900,780,42.8,36.6,0,0.964,400,386,4.75,0,0
QA837,2024-05-30,5,DOH-LHR,A380-800,420,0.0,0.0,1,0.774,310,240,3.86,0,0
QA247,2024-03-01,3,DOH-JFK,A350-900,510,2.9,2.3,1,0.892,290,259,4.59,0,0
QA475,2024-01-12,1,DOH-JFK,A350-900,510,12.4,10.2,1,0.868,290,252,4.56,0,0
QA733,2024-06-21,6,DOH-SIN,A350-900,390,0.9,2.0,1,0.896,280,251,4.7,0,0
QA852,2024-01-21,1,DOH-SIN,B777-300ER,390,14.9,9.8,1,0.945,280,265,4.91,0,0
QA540,2024-08-18,8,DOH-NRT,B777-300ER,480,10.7,10.5,1,0.846,280,237,3.94,0,0
QA537,2024-10-04,10,DOH-SIN,A350-900,390,5.2,4.4,1,0.887,280,248,4.06,0,0
QA415,2024-12-25,12,DOH-DXB,A320neo,60,7.5,3.6,1,0.747,180,134,5.11,0,0
QA392,2024-10-08,10,DOH-DXB,A321neo,60,25.7,20.6,0,0.833,180,150,4.29,0,0
QA643,2024-11-11,11,DOH-JFK,A350-900,510,5.9,6.4,1,0.845,290,245,4.98,1,0
