review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_praise,top_praise_clean,cluster_id,cluster_label,sentiment_type
223,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,-0.2,No,New Miracle contract lounge at new Bangkok terminal better than those at the old terminal.,new miracle contract lounge at new bangkok terminal better than those at the old terminal.,5,Class Experience,praise
224,2024,9,Business Class,Business,Dubai to Paris via Doha,United Arab Emirates,9,0.9,Yes,One of the best airlines I ever flew with,one of the best airlines i ever flew with,8,Good <-> Excellent/Exceptional,praise
225,2024,8,Business Class,Solo Leisure,Goal toDoha,Iceland,10,0.9,Yes,everything about Qatar Airways was flawless,everything about qatar airways was flawless,1,Doha Lounge Experience,praise
226,2024,8,First Class,Family Leisure,Sydney to Doha,Qatar,10,-0.2,Yes,cabin staff were fantastic,cabin staff were fantastic,6,Cabin Crew Friendly,praise
227,2024,8,Business Class,Couple Leisure,Melbourne to Athens via Doha,Australia,10,0.95,Yes,"Qsuites are amazing, crew very professional and friendly","qsuites are amazing, crew very professional and friendly",7,QSuites Experience,praise
229,2024,8,Business Class,Business,Kolkata to London via Doha,United Kingdom,10,0.9,Yes,cabin staff were amazing,cabin staff were amazing,6,Cabin Crew Friendly,praise
240,2024,7,Economy Class,Couple Leisure,Madrid to Johannesburg via Doha,South Africa,7,-0.3,Yes,"Service was great, aircraft comfortable, staff friendly","service was great, aircraft comfortable, staff friendly",8,Good <-> Excellent/Exceptional,praise
243,2024,7,Business Class,Solo Leisure,Bangkok to Doha,United States,10,0.9,Yes,Terrific business class seating and wonderful food,terrific business class seating and wonderful food,0,Food: Good/Great,praise
244,2024,7,Business Class,Solo Leisure,Frankfurt to Doha,United Kingdom,10,0.9,Yes,"very attentive ground and in-flight staff, terrific food and entertainment","very attentive ground and in-flight staff, terrific food and entertainment",0,Food: Good/Great,praise
245,2024,7,Economy Class,Solo Leisure,Beijing to Yerevan via Doha,Armenia,10,0.95,Yes,Qatar Airways is the best for a reason,qatar airways is the best for a reason,1,Doha Lounge Experience,praise
246,2024,7,Business Class,Couple Leisure,Doha to Goa,Iceland,10,0.8,Yes,Service onboard was expectedly world class,service onboard was expectedly world class,4,Good <-> Excellent/Exceptional,praise
247,2024,7,Business Class,Couple Leisure,Copenhagen to Doha,Iceland,10,0.5,Yes,Business Class seating provides a high level of comfort,business class seating provides a high level of comfort,3,Comfortable Seats,praise
248,2024,7,Economy Class,Family Leisure,Perth to Paris via Doha,Australia,10,0.9,Yes,"very good food, smooth flight","very good food, smooth flight",0,Food: Good/Great,praise
251,2024,7,Economy Class,Business,Boston to Delhi via Doha,United States,10,0.9,Yes,Ms Santra was extremely helpful,ms santra was extremely helpful,5,Class Experience,praise
254,2024,7,Business Class,Solo Leisure,Doha to Heathrow,United Kingdom,10,0.9,Yes,"exceptional service, cabin crew went out of their way","exceptional service, cabin crew went out of their way",6,Cabin Crew Friendly,praise
255,2024,7,Economy Class,Solo Leisure,Perth to Dammam via Doha,Poland,10,0.9,Yes,excellent personal attitude and professionalism,excellent personal attitude and professionalism,5,Class Experience,praise
256,2024,7,Business Class,Family Leisure,Nairobi to Barcelona via Doha,Kenya,7,0.9,Yes,service has been phenomenal,service has been phenomenal,4,Good <-> Excellent/Exceptional,praise
257,2024,7,First Class,Family Leisure,Doha to Sydney,Qatar,10,0.75,Yes,cabin service was perfect,cabin service was perfect,6,Cabin Crew Friendly,praise
258,2024,7,Economy Class,Couple Leisure,Bangkok to Brussels via Doha,Belgium,10,0.8,Yes,"excellent service, great food, comfortable seats","excellent service, great food, comfortable seats",3,Comfortable Seats,praise
259,2024,6,Economy Class,Solo Leisure,Hanoi to Manchester via Doha,United Kingdom,6,-0.3,Yes,Seat was comfortable,seat was comfortable,3,Comfortable Seats,praise
262,2024,6,Business Class,Family Leisure,Singapore to Edinburgh via Doha,Singapore,8,0.8,Yes,cabin manager Khalid was superb,cabin manager khalid was superb,6,Cabin Crew Friendly,praise
264,2024,6,Business Class,Family Leisure,Hong Kong to Vienna via Doha,Austria,9,0.9,Yes,"professionalism, dedication and friendliness of the crew","professionalism, dedication and friendliness of the crew",6,Cabin Crew Friendly,praise
266,2024,6,First Class,Solo Leisure,Doha to Beirut,Qatar,10,0.9,Yes,Attendants are so friendly and professional,attendants are so friendly and professional,6,Cabin Crew Friendly,praise
267,2024,6,Business Class,Solo Leisure,Doha to Munich,Germany,3,-0.6,No,Doha Al Safwa lounge offered great service and food and drinks,doha al safwa lounge offered great service and food and drinks,1,Doha Lounge Experience,praise
268,2024,6,Economy Class,Solo Leisure,Bangkok to Doha,Germany,7,0.2,Yes,"Check in was fast and friendly, flight was smooth and uneventful.","check in was fast and friendly, flight was smooth and uneventful.",8,Good <-> Excellent/Exceptional,praise
275,2024,5,Economy Class,Family Leisure,Doha to Manchester,United Kingdom,10,0.9,Yes,"great service, excellent in-flight experience","great service, excellent in-flight experience",8,Good <-> Excellent/Exceptional,praise
276,2024,5,Economy Class,Family Leisure,Port Harcourt to Doha,United Kingdom,10,0.9,Yes,"excellent food, entertainment, and drinks","excellent food, entertainment, and drinks",0,Food: Good/Great,praise
280,2024,5,Business Class,Solo Leisure,Jakarta to Doha,United States,9,0.8,Yes,"Excellent food, entertainment, and drinks","excellent food, entertainment, and drinks",0,Food: Good/Great,praise
281,2024,5,Business Class,Solo Leisure,Doha to Cebu,United Kingdom,6,-0.3,Yes,Friendly staff and very welcoming.,friendly staff and very welcoming.,2,Friendly & Helpful,praise
282,2024,5,Business Class,Solo Leisure,Bucharest to Doha,Romania,10,0.9,Yes,cabin crew are really attentive,cabin crew are really attentive,6,Cabin Crew Friendly,praise
284,2024,5,Economy Class,Solo Leisure,Auckland to Beirut via Doha,Lebanon,7,0.7,Yes,"Clean and comfortable planes, consistently high standard of service.","clean and comfortable planes, consistently high standard of service.",8,Good <-> Excellent/Exceptional,praise
285,2024,5,Business Class,Couple Leisure,Doha to Kuala lumpur,United Kingdom,1,-0.8,No,onboard service excellent,onboard service excellent,4,Good <-> Excellent/Exceptional,praise
286,2024,5,Business Class,Solo Leisure,Edinburgh to Bangkok via Doha,Thailand,10,0.85,Yes,excellent airline,excellent airline,8,Good <-> Excellent/Exceptional,praise
287,2024,5,Economy Class,Couple Leisure,Dublin to Perth via Doha,Ireland,9,0.9,Yes,excellent in-flight experience,excellent in-flight experience,8,Good <-> Excellent/Exceptional,praise
288,2024,5,Economy Class,Couple Leisure,Edinburgh to Perth via Doha,United Kingdom,8,0.8,Yes,"Nothing to fault, reasonable IFE","nothing to fault, reasonable ife",5,Class Experience,praise
291,2024,5,Economy Class,Couple Leisure,Auckland to Johannesburg via Port Elizabeth,South Africa,9,0.85,Yes,"staff are helpful and friendly, great service","staff are helpful and friendly, great service",2,Friendly & Helpful,praise
292,2024,5,Economy Class,Family Leisure,Birmingham to Ho Chi Minh City via Doha,Vietnam,9,0.9,Yes,Cannot fault the service,cannot fault the service,4,Good <-> Excellent/Exceptional,praise
296,2024,5,Economy Class,Solo Leisure,Seattle to Jeddah via Doha,United States,10,0.9,Yes,really went above and beyond,really went above and beyond,5,Class Experience,praise
297,2024,5,Economy Class,Solo Leisure,Melbourne to Dublin via Doha,Australia,8,0.8,Yes,Very good service onboard with the meals and IFE,very good service onboard with the meals and ife,0,Food: Good/Great,praise
298,2024,4,Economy Class,Solo Leisure,London Heathrow to Perth via Doha,Australia,10,0.9,Yes,"service was impeccable, staff were helpful","service was impeccable, staff were helpful",2,Friendly & Helpful,praise
301,2024,4,Economy Class,Couple Leisure,Larnaca to Colombo via Doha,Cyprus,5,-0.3,Yes,Vegan meal option impressed me.,vegan meal option impressed me.,0,Food: Good/Great,praise
302,2024,4,Business Class,Family Leisure,Doha to Durban,Qatar,10,0.85,Yes,service was fantastic,service was fantastic,4,Good <-> Excellent/Exceptional,praise
304,2024,4,Economy Class,Solo Leisure,Singapore to Athens via Doha,Taiwan,9,0.8,Yes,Seats are comfortable and can be reclined easily,seats are comfortable and can be reclined easily,3,Comfortable Seats,praise
305,2024,4,Economy Class,Solo Leisure,Phuket to Kuwait via Doha,Kuwait,10,0.8,Yes,fantastic flight attendants,fantastic flight attendants,6,Cabin Crew Friendly,praise
306,2024,4,Business Class,Solo Leisure,Frankfurt to Doha,Germany,8,0.6,Yes,"Friendly checkin and boarding, good service","friendly checkin and boarding, good service",4,Good <-> Excellent/Exceptional,praise
307,2024,4,Business Class,Couple Leisure,Manchester to Doha,United Kingdom,6,0.1,Yes,ground crew and lounges at DOH did make up for our disappointment,ground crew and lounges at doh did make up for our disappointment,6,Cabin Crew Friendly,praise
308,2024,4,Economy Class,Solo Leisure,Rome to Kuwait via Doha,Kuwait,9,0.8,Yes,"cabin crew kindness, quality food, clean aircraft","cabin crew kindness, quality food, clean aircraft",6,Cabin Crew Friendly,praise
310,2024,4,Economy Class,Solo Leisure,Munich to Doha,Germany,7,-0.6,Yes,Professional purser defused a tense situation,professional purser defused a tense situation,5,Class Experience,praise
311,2024,4,Business Class,Business,Doha to London Heathrow,United Kingdom,9,0.8,Yes,Crew was excellent. Food and beverages good.,crew was excellent. food and beverages good.,0,Food: Good/Great,praise
312,2024,4,Business Class,Business,Colombo to Doha,United Kingdom,7,-0.7,Yes,Crew were great,crew were great,6,Cabin Crew Friendly,praise
313,2024,4,Economy Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,United Kingdom,10,0.9,Yes,service on the actual flight was excellent,service on the actual flight was excellent,8,Good <-> Excellent/Exceptional,praise
314,2024,4,Business Class,Couple Leisure,Goa to Doha,Iceland,10,0.9,Yes,expectedly outstanding,expectedly outstanding,5,Class Experience,praise
315,2024,4,Business Class,Solo Leisure,Bangkok to Doha,Finland,10,0.95,Yes,"world-class customer service, close to perfect business class comfort","world-class customer service, close to perfect business class comfort",4,Good <-> Excellent/Exceptional,praise
319,2024,3,Business Class,Solo Leisure,"Manchester, UK to Doha, Qatar",Australia,8,0.85,Yes,"QSuite was exceptional, large space and not confined like other airlines","qsuite was exceptional, large space and not confined like other airlines",7,QSuites Experience,praise
320,2024,3,Business Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,United Kingdom,6,-0.6,Yes,Cabin crew were very attentive and polite,cabin crew were very attentive and polite,6,Cabin Crew Friendly,praise
322,2024,3,Business Class,Business,Doha to Paris,France,10,1.0,Yes,Everything was perfect,everything was perfect,5,Class Experience,praise
323,2024,3,Business Class,Solo Leisure,Colombo to Doha,Germany,9,0.8,Yes,The best part of the flight was the wide and large seat,the best part of the flight was the wide and large seat,8,Good <-> Excellent/Exceptional,praise
325,2024,3,Business Class,Business,Doha to Colombo,Germany,6,-0.3,Yes,service great as always,service great as always,4,Good <-> Excellent/Exceptional,praise
326,2024,3,Economy Class,Couple Leisure,Doha to Melbourne,Australia,9,0.9,Yes,Excellent food and flight attendant service,excellent food and flight attendant service,0,Food: Good/Great,praise
327,2024,3,Economy Class,Solo Leisure,Manchester to Bangkok via Doha,United Kingdom,6,0.2,Yes,Cabin crew are friendly,cabin crew are friendly,6,Cabin Crew Friendly,praise
328,2024,3,Economy Class,Family Leisure,Munich to Kuala Lumpur via Doha,Germany,9,0.85,Yes,Staff keep feeding till you are full. Friendly staff and clean plane.,staff keep feeding till you are full. friendly staff and clean plane.,2,Friendly & Helpful,praise
331,2024,3,Economy Class,Couple Leisure,Zanzibar to Doha,Sweden,8,0.8,Yes,"Very happy with Qatar Airways, The crew know what they are doing and the service is good","very happy with qatar airways, the crew know what they are doing and the service is good",1,Doha Lounge Experience,praise
332,2024,3,Business Class,Solo Leisure,Bangkok to Doha,Germany,8,0.7,Yes,"Swift and friendly check in at BKK airport, boarding well organized and smooth","swift and friendly check in at bkk airport, boarding well organized and smooth",8,Good <-> Excellent/Exceptional,praise
333,2024,3,Economy Class,Solo Leisure,Tokyo to London Heathrow via Doha,United Kingdom,1,-0.7,No,cabin crew service was great,cabin crew service was great,6,Cabin Crew Friendly,praise
336,2024,2,First Class,Couple Leisure,Doha to London Heathrow,Qatar,10,0.7,Yes,caviar was excellent and the rack of lamb was perfect,caviar was excellent and the rack of lamb was perfect,5,Class Experience,praise
337,2024,2,Business Class,Couple Leisure,Auckland to Doha,United Kingdom,7,0.2,No,"Good layout, service was ok","good layout, service was ok",4,Good <-> Excellent/Exceptional,praise
338,2024,2,Business Class,Family Leisure,Doha to London,United Kingdom,10,0.95,Yes,"remarkable experience, great service","remarkable experience, great service",4,Good <-> Excellent/Exceptional,praise
339,2024,2,Economy Class,Family Leisure,New Delhi to San Francisco,United States,10,0.9,Yes,"great tasting food, leg space and incredible service","great tasting food, leg space and incredible service",0,Food: Good/Great,praise
340,2024,2,Economy Class,Couple Leisure,Dusseldorf to Kilimanjaro via Doha,Germany,7,0.2,Yes,"outstanding crew on the second leg, welcoming and service oriented spirit","outstanding crew on the second leg, welcoming and service oriented spirit",6,Cabin Crew Friendly,praise
341,2024,2,Business Class,Business,Frankfurt to Melbourne via Doha,Germany,10,0.95,Yes,"Food outstanding, wine list outstanding, seat (and sleep) comfort outstanding","food outstanding, wine list outstanding, seat (and sleep) comfort outstanding",0,Food: Good/Great,praise
343,2024,2,Economy Class,Solo Leisure,Chicago to Dubai via Doha,United States,6,0.3,No,Inflight entertainment was top notch,inflight entertainment was top notch,8,Good <-> Excellent/Exceptional,praise
344,2024,2,Economy Class,Couple Leisure,Nice to Doha,Qatar,10,0.9,Yes,staff are so very pleasant,staff are so very pleasant,2,Friendly & Helpful,praise
345,2024,2,Business Class,Solo Leisure,Doha to Adelaide,Australia,7,0.8,Yes,"Qatar quality starts, welcoming drink, very spacious Q suite and a comfortable seat","qatar quality starts, welcoming drink, very spacious q suite and a comfortable seat",1,Doha Lounge Experience,praise
