review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_complaint,top_complaint_clean,cluster_id,cluster_label,sentiment_type
236,2024,8,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,Netherlands,4,-0.8,No,Poor customer service at Doha,poor customer service at doha,6,Doha Airport Experience,complaint
237,2024,8,Business Class,Family Leisure,Nairobi to Madrid via Doha,United Kingdom,3,-0.75,No,"Lounge access denied, poor seat quality","lounge access denied, poor seat quality",9,Lounge Experience,complaint
238,2024,8,Economy Class,Couple Leisure,San Francisco to Ahmedabad via Doha,India,4,-0.8,No,delayed for 8 hours,delayed for 8 hours,2,Delayed Flight,complaint
239,2024,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,United Arab Emirates,3,-0.8,No,"Overnight hotel stay forced, poor service","overnight hotel stay forced, poor service",9,Lounge Experience,complaint
240,2024,7,Economy Class,Couple Leisure,Madrid to Johannesburg via Doha,South Africa,7,-0.3,Yes,Lack of information given to passengers,lack of information given to passengers,5,Boarding Experience,complaint
241,2024,7,Economy Class,Couple Leisure,Madrid to Doha,Spain,3,-0.8,No,"cabin luggage weight policy, inflexible staff","cabin luggage weight policy, inflexible staff",3,Baggage Lost,complaint
242,2024,7,Economy Class,Couple Leisure,Kilimanjaro to London via Doha,United States,1,-0.8,No,"Seats didn't exist, given worst spots","seats didn't exist, given worst spots",4,Uncomfortable Seats,complaint
246,2024,7,Business Class,Couple Leisure,Doha to Goa,Iceland,10,0.8,Yes,WiFi was extremely slow and spotty,wifi was extremely slow and spotty,8,WiFi Issues,complaint
247,2024,7,Business Class,Couple Leisure,Copenhagen to Doha,Iceland,10,0.5,Yes,Indian vegetarian preparation was oily,indian vegetarian preparation was oily,1,Poor Food Quality,complaint
249,2024,7,Business Class,Family Leisure,Singapore to Washington via Doha,Singapore,5,-0.8,No,worst possible check in Singapore,worst possible check in singapore,0,Poor Customer IFE,complaint
250,2024,7,Economy Class,Couple Leisure,Doha to Bangkok,Netherlands,2,-0.8,No,no snack before landing,no snack before landing,1,Poor Food Quality,complaint
252,2024,7,Economy Class,Couple Leisure,Doha to Houston,United States,1,-0.9,No,canceled without notification or apology,canceled without notification or apology,2,Delayed Flight,complaint
253,2024,7,Economy Class,Couple Leisure,Adelaide to Milan via Doha,Australia,2,-0.7,No,"no email, no phone call","no email, no phone call",0,Poor Customer IFE,complaint
257,2024,7,First Class,Family Leisure,Doha to Sydney,Qatar,10,0.75,Yes,seat features not working,seat features not working,4,Uncomfortable Seats,complaint
259,2024,6,Economy Class,Solo Leisure,Hanoi to Manchester via Doha,United Kingdom,6,-0.3,Yes,food was terrible,food was terrible,1,Poor Food Quality,complaint
260,2024,6,Business Class,Family Leisure,Doha to Oslo,Norway,2,-0.8,No,50% more Avios for upgrades,50% more avios for upgrades,0,Poor Customer IFE,complaint
261,2024,6,Economy Class,Solo Leisure,Munich to Doha,Germany,3,-0.7,No,poor standard of food,poor standard of food,1,Poor Food Quality,complaint
262,2024,6,Business Class,Family Leisure,Singapore to Edinburgh via Doha,Singapore,8,0.8,Yes,no ice cream on board,no ice cream on board,1,Poor Food Quality,complaint
263,2024,6,Economy Class,Couple Leisure,Madrid to Bangkok via Doha,Portugal,1,-0.8,No,Seats not allocated as paid for,seats not allocated as paid for,4,Uncomfortable Seats,complaint
265,2024,6,Economy Class,Solo Leisure,Singapore to Doha,Singapore,1,-0.8,No,Meal not served correctly,meal not served correctly,1,Poor Food Quality,complaint
267,2024,6,Business Class,Solo Leisure,Doha to Munich,Germany,3,-0.6,No,ordered meal wasn’t on board,ordered meal wasn’t on board,1,Poor Food Quality,complaint
268,2024,6,Economy Class,Solo Leisure,Bangkok to Doha,Germany,7,0.2,Yes,Contract Miracle lounge is one of the worst.,contract miracle lounge is one of the worst.,9,Lounge Experience,complaint
269,2024,6,Economy Class,Solo Leisure,Doha to Beirut,Qatar,3,-0.8,No,unnecessary delay disrupted my schedule,unnecessary delay disrupted my schedule,2,Delayed Flight,complaint
270,2024,6,Economy Class,Family Leisure,Doha to Montreal,Canada,1,-0.8,No,Food service issues and unfulfilled promises,food service issues and unfulfilled promises,1,Poor Food Quality,complaint
271,2024,6,Economy Class,Business,Doha to Erbil,Iraq,1,-0.8,No,long wait for gate and hotel,long wait for gate and hotel,5,Boarding Experience,complaint
272,2024,6,Economy Class,Solo Leisure,Singapore to Nice via Doha,Singapore,1,-0.75,No,"seat too narrow, elbowing from neighbor","seat too narrow, elbowing from neighbor",4,Uncomfortable Seats,complaint
273,2024,5,Economy Class,Family Leisure,Sydney to Dublin via Doha,Australia,1,-0.9,No,charge $2.7k to change flights,charge $2.7k to change flights,5,Boarding Experience,complaint
274,2024,5,Economy Class,Family Leisure,Amsterdam to Ho Chi Minh City via Doha,Netherlands,1,-0.7,No,Lost luggage for 8 months,lost luggage for 8 months,3,Baggage Lost,complaint
277,2024,5,Economy Class,Solo Leisure,Goa to Warsaw via Doha,Poland,1,-0.8,No,1 hour stuck inside a very hot plane,1 hour stuck inside a very hot plane,5,Boarding Experience,complaint
278,2024,5,Economy Class,Family Leisure,Singapore to Edinburgh via Doha,Cambodia,1,-0.9,No,"lost luggage and golf clubs, no help","lost luggage and golf clubs, no help",3,Baggage Lost,complaint
279,2024,5,Economy Class,Couple Leisure,Miami to Davao via Doha,Cayman Islands,1,-0.8,No,"long wait, re-routing, poor service","long wait, re-routing, poor service",0,Poor Customer IFE,complaint
280,2024,5,Business Class,Solo Leisure,Jakarta to Doha,United States,9,0.8,Yes,Plaza Premium lounge in Jakarta is awful,plaza premium lounge in jakarta is awful,9,Lounge Experience,complaint
281,2024,5,Business Class,Solo Leisure,Doha to Cebu,United Kingdom,6,-0.3,Yes,Food was nothing to write home about.,food was nothing to write home about.,1,Poor Food Quality,complaint
283,2024,5,Business Class,Solo Leisure,Doha to Jiohannesburg,Qatar,7,0.2,Yes,cabin crew gossiping loudly,cabin crew gossiping loudly,7,Unhelpful/Rude Crew,complaint
284,2024,5,Economy Class,Solo Leisure,Auckland to Beirut via Doha,Lebanon,7,0.7,Yes,"Food was on the small size, and I find they scrimp with the meal and the condiments.","food was on the small size, and i find they scrimp with the meal and the condiments.",1,Poor Food Quality,complaint
285,2024,5,Business Class,Couple Leisure,Doha to Kuala lumpur,United Kingdom,1,-0.8,No,"seat downgrade, luggage mishandled","seat downgrade, luggage mishandled",3,Baggage Lost,complaint
289,2024,5,Economy Class,Family Leisure,Osaka to Dubai via Doha,United Arab Emirates,1,-0.9,No,"missed connection, unhelpful staff","missed connection, unhelpful staff",7,Unhelpful/Rude Crew,complaint
290,2024,5,Business Class,Solo Leisure,Doha to Kansai,United Arab Emirates,2,-0.8,No,"Qsuites not available, delayed flight","qsuites not available, delayed flight",2,Delayed Flight,complaint
293,2024,5,Economy Class,Solo Leisure,Bangalore to Chicago via Doha,Canada,2,-0.8,No,unfriendly and rude staff,unfriendly and rude staff,7,Unhelpful/Rude Crew,complaint
294,2024,5,Economy Class,Solo Leisure,Vancouver to Tehran via Seattle and Doha,Canada,1,-0.8,No,zero empathy and customer service,zero empathy and customer service,7,Unhelpful/Rude Crew,complaint
295,2024,5,Business Class,Business,Hong Kong to Doha,France,2,-0.8,No,"late in serving meal, no attention to request","late in serving meal, no attention to request",1,Poor Food Quality,complaint
297,2024,5,Economy Class,Solo Leisure,Melbourne to Dublin via Doha,Australia,8,0.8,Yes,bit of waiting for boarding,bit of waiting for boarding,5,Boarding Experience,complaint
299,2024,4,Business Class,Couple Leisure,Istanbul to Doha,Australia,3,-0.8,No,Refused entry to partner lounges,refused entry to partner lounges,9,Lounge Experience,complaint
300,2024,4,Business Class,Family Leisure,Johannesburg to Doha,Qatar,5,-0.7,Yes,"old business class seats, bad condition","old business class seats, bad condition",4,Uncomfortable Seats,complaint
301,2024,4,Economy Class,Couple Leisure,Larnaca to Colombo via Doha,Cyprus,5,-0.3,Yes,Seats are small and uncomfortable.,seats are small and uncomfortable.,4,Uncomfortable Seats,complaint
303,2024,4,Business Class,Business,Gatwick to Sydney via Doha,Australia,1,-0.8,No,"forced to fly a day later, no lounge access","forced to fly a day later, no lounge access",9,Lounge Experience,complaint
305,2024,4,Economy Class,Solo Leisure,Phuket to Kuwait via Doha,Kuwait,10,0.8,Yes,long wait for buses at Doha Airport,long wait for buses at doha airport,6,Doha Airport Experience,complaint
306,2024,4,Business Class,Solo Leisure,Frankfurt to Doha,Germany,8,0.6,Yes,Champagne out of stock twice,champagne out of stock twice,0,Poor Customer IFE,complaint
307,2024,4,Business Class,Couple Leisure,Manchester to Doha,United Kingdom,6,0.1,Yes,no QSuite and average service,no qsuite and average service,0,Poor Customer IFE,complaint
308,2024,4,Economy Class,Solo Leisure,Rome to Kuwait via Doha,Kuwait,9,0.8,Yes,long transfer time at Doha airport,long transfer time at doha airport,6,Doha Airport Experience,complaint
309,2024,4,Economy Class,Couple Leisure,Amsterdam to Phnom Penh via Doha,Netherlands,2,-0.75,No,Delayed flights and broken bags,delayed flights and broken bags,3,Baggage Lost,complaint
310,2024,4,Economy Class,Solo Leisure,Munich to Doha,Germany,7,-0.6,Yes,Not enough food for the 6h flight,not enough food for the 6h flight,1,Poor Food Quality,complaint
312,2024,4,Business Class,Business,Colombo to Doha,United Kingdom,7,-0.7,Yes,Substituted A350 with old A330,substituted a350 with old a330,0,Poor Customer IFE,complaint
316,2024,4,Economy Class,Couple Leisure,Mumbai to London via Doha,United Kingdom,1,-0.8,No,"poor support, blame each other","poor support, blame each other",0,Poor Customer IFE,complaint
317,2024,4,Economy Class,Couple Leisure,Manchester to Doha,United Kingdom,1,-0.8,No,No response to repeated requests,no response to repeated requests,0,Poor Customer IFE,complaint
318,2024,3,Economy Class,Couple Leisure,Doha to Philadelphia,United States,6,-0.7,Yes,Air hostesses were least bothered,air hostesses were least bothered,7,Unhelpful/Rude Crew,complaint
319,2024,3,Business Class,Solo Leisure,"Manchester, UK to Doha, Qatar",Australia,8,0.85,Yes,Cabin wifi & connectivity did not work,cabin wifi & connectivity did not work,8,WiFi Issues,complaint
320,2024,3,Business Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,United Kingdom,6,-0.6,Yes,"Flight delayed, next flight 12 hours later","flight delayed, next flight 12 hours later",2,Delayed Flight,complaint
321,2024,3,Business Class,Solo Leisure,Doha to Frankfurt,Germany,5,-0.7,Yes,service was well below average,service was well below average,0,Poor Customer IFE,complaint
323,2024,3,Business Class,Solo Leisure,Colombo to Doha,Germany,9,0.8,Yes,WIFI not working throughout the flight,wifi not working throughout the flight,8,WiFi Issues,complaint
324,2024,3,Business Class,Couple Leisure,Doha to London,United Kingdom,6,-0.6,Yes,"disorganised gate staff, never addressed by name","disorganised gate staff, never addressed by name",7,Unhelpful/Rude Crew,complaint
325,2024,3,Business Class,Business,Doha to Colombo,Germany,6,-0.3,Yes,"catering issues, no breakfast","catering issues, no breakfast",1,Poor Food Quality,complaint
327,2024,3,Economy Class,Solo Leisure,Manchester to Bangkok via Doha,United Kingdom,6,0.2,Yes,hour without air con before takeoff,hour without air con before takeoff,5,Boarding Experience,complaint
329,2024,3,Economy Class,Business,Doha to Frankfurt,Netherlands,2,-0.8,No,Food was unorganized and not good,food was unorganized and not good,1,Poor Food Quality,complaint
330,2024,3,Economy Class,Couple Leisure,Bangkok to Sofia via Doha,Bulgaria,3,-0.8,No,"different seats, no cooperation","different seats, no cooperation",4,Uncomfortable Seats,complaint
331,2024,3,Economy Class,Couple Leisure,Zanzibar to Doha,Sweden,8,0.8,Yes,A little bit cramped with space,a little bit cramped with space,4,Uncomfortable Seats,complaint
332,2024,3,Business Class,Solo Leisure,Bangkok to Doha,Germany,8,0.7,Yes,WiFi not working throughout the flight,wifi not working throughout the flight,8,WiFi Issues,complaint
333,2024,3,Economy Class,Solo Leisure,Tokyo to London Heathrow via Doha,United Kingdom,1,-0.7,No,"boarding issues, luggage problems","boarding issues, luggage problems",3,Baggage Lost,complaint
334,2024,2,Business Class,Couple Leisure,Doha to Montreal,Canada,1,-0.8,No,seat wouldn't stay up the whole flight,seat wouldn't stay up the whole flight,4,Uncomfortable Seats,complaint
335,2024,2,Economy Class,Business,Doha to Perth,Australia,1,-0.8,No,No attempt to address complaint,no attempt to address complaint,0,Poor Customer IFE,complaint
336,2024,2,First Class,Couple Leisure,Doha to London Heathrow,Qatar,10,0.7,Yes,WiFi was bad to say the least,wifi was bad to say the least,8,WiFi Issues,complaint
337,2024,2,Business Class,Couple Leisure,Auckland to Doha,United Kingdom,7,0.2,No,Long wait for steps and bus ride,long wait for steps and bus ride,5,Boarding Experience,complaint
340,2024,2,Economy Class,Couple Leisure,Dusseldorf to Kilimanjaro via Doha,Germany,7,0.2,Yes,food quality and presentation had deteriorated,food quality and presentation had deteriorated,1,Poor Food Quality,complaint
341,2024,2,Business Class,Business,Frankfurt to Melbourne via Doha,Germany,10,0.95,Yes,Lounge in Frankfurt a bit underwhelming,lounge in frankfurt a bit underwhelming,9,Lounge Experience,complaint
342,2024,2,Business Class,Solo Leisure,New York to Johannesburg via Doha,United States,4,-0.8,No,"lost bag, no full reimbursement","lost bag, no full reimbursement",3,Baggage Lost,complaint
343,2024,2,Economy Class,Solo Leisure,Chicago to Dubai via Doha,United States,6,0.3,No,Refund issue not resolved,refund issue not resolved,0,Poor Customer IFE,complaint
345,2024,2,Business Class,Solo Leisure,Doha to Adelaide,Australia,7,0.8,Yes,small boarding area with insufficient seats or air conditioning,small boarding area with insufficient seats or air conditioning,4,Uncomfortable Seats,complaint
346,2024,1,Business Class,Business,Penang to Doha via Phuket,United Kingdom,1,-0.4,Yes,"New crew sullen and unsmiling, poor service.","new crew sullen and unsmiling, poor service.",7,Unhelpful/Rude Crew,complaint
347,2024,1,Economy Class,Family Leisure,Ahmedabad to Detroit via Doha,United States,1,-0.8,No,"Flight overbooked, delayed boarding","flight overbooked, delayed boarding",2,Delayed Flight,complaint
348,2024,1,Economy Class,Solo Leisure,Tbilisi to Doha,Australia,2,-0.8,Yes,"no covered canopy on the stairs, sat in rain","no covered canopy on the stairs, sat in rain",0,Poor Customer IFE,complaint
352,2024,1,Economy Class,Business,Gatwick to Erbil via Doha,United Kingdom,1,-0.9,No,missed connecting flight due to long bus ride and security wait,missed connecting flight due to long bus ride and security wait,2,Delayed Flight,complaint
353,2024,1,Business Class,Business,Bali to London via Doha,United Kingdom,1,-0.8,No,"downgrade to Economy, no alternative flight","downgrade to economy, no alternative flight",0,Poor Customer IFE,complaint
355,2024,1,Business Class,Couple Leisure,Copenhagen to Doha,Iceland,10,0.8,Yes,food could do with more attention to quality and care in preparation,food could do with more attention to quality and care in preparation,1,Poor Food Quality,complaint
356,2024,1,Economy Class,Solo Leisure,Doha to Brussels,United Kingdom,1,-0.8,No,attendant never came with drinks,attendant never came with drinks,7,Unhelpful/Rude Crew,complaint
357,2024,1,Business Class,Couple Leisure,Dallas Ft Worth to Doha,United States,8,0.2,Yes,"No one at check-in, had to wait for wheelchair","no one at check-in, had to wait for wheelchair",7,Unhelpful/Rude Crew,complaint
