review_id,year,seat_type,type_of_traveller,route,overall_rating_10,sentiment_score,top_praise,frequency,rank
1419,2018,Economy Class,Family Leisure,Manila to Manchester via Doha,9,0.65,"helpful staff, comfortable seats, good ife",1,3
1420,2018,Business Class,Family Leisure,Paris to Doha,8,0.7,"ife was superb, service was 5 star",1,3
1421,2018,Economy Class,Solo Leisure,Perth to Warsaw via Doha,8,0.5,flight crew was absolutely fantastic and very helpful,1,3
1422,2018,Economy Class,Solo Leisure,Doha to Milan,5,0.1,clean aircraft,1,3
1423,2018,Economy Class,Solo Leisure,Bangkok to Doha,7,0.8,"perfectly clean aircraft, polite cabin crew",1,3
1424,2018,Economy Class,Solo Leisure,Melbourne to Madrid via Doha,9,0.85,cabin staff were kind and attentive,1,3
1425,2018,Economy Class,Business,Jakarta to Doha,7,0.6,"food was fine, crew were helpful with the bags",1,3
1426,2018,Economy Class,Couple Leisure,Bombay to Dallas via Doha,6,0.7,inflight service excellent,1,3
1427,2018,Economy Class,Solo Leisure,Melbourne to Rome via Doha,10,0.9,excellent customer service,1,3
1430,2018,Economy Class,Solo Leisure,Nagpur to Atlanta via Doha,9,0.85,the staff is very helpful and polite,1,3
1431,2018,Economy Class,Couple Leisure,Bucharest to Denpasar via Doha,10,0.9,great food and better services than others,1,3
1432,2018,Economy Class,Solo Leisure,Vienna to Doha,7,0.6,"seats comfortable, in-flight entertainment good",1,3
1433,2018,Economy Class,Family Leisure,Boston to Trivandrum via Doha,7,0.3,service at the airport and ground crew were excellent,1,3
1434,2018,Business Class,Family Leisure,Doha to Milan,9,0.7,service was still superb,1,3
1436,2018,Business Class,Solo Leisure,Bangkok to Helsinki via Doha,6,-0.3,better flight from doha to helsinki,1,3
1437,2018,Economy Class,Solo Leisure,Munich to Tokyo via Doha,10,0.9,extremely friendly and helpful staff,1,3
1438,2018,Economy Class,Family Leisure,Kuwait to Munich via Doha,10,0.9,"onboard service was excellent, crew very friendly",1,3
1440,2018,Economy Class,Couple Leisure,Doha to Amsterdam,3,-0.7,staff on board were friendly and helpful,1,3
1441,2018,Economy Class,Solo Leisure,Philadelphia to Doha via Jakarta,9,0.9,loved my flight with qatar airways,1,3
1442,2018,Economy Class,Solo Leisure,Brisbane to Moscow via Adelaide / Doha,10,0.9,qatar airways is one of the best airlines in the world,2,2
1443,2018,First Class,Solo Leisure,Doha to Perth,10,0.9,"crew were extremely friendly, superb service",1,3
1444,2018,Business Class,Solo Leisure,Adelaide to Doha,6,-0.3,one of the best airlines in the world,1,3
1445,2018,Economy Class,Family Leisure,Tokyo to Athens via Doha,10,0.9,love everything about this airline,1,3
1446,2018,Economy Class,Family Leisure,Zurich to Clark via Doha,9,0.8,"attendants were very responsive, courteous, and pleasant",1,3
1447,2018,Economy Class,Family Leisure,Perth to Paris via Doha,10,0.95,cabin crew could not do enough for us,1,3
1448,2018,Business Class,Couple Leisure,Johannesburg to Edinburgh via Doha,10,1.0,cabin service is outstanding,1,3
1449,2018,Economy Class,Solo Leisure,Melbourne to Madrid via Doha,7,0.7,seating on the a380 is very comfy with loads of legroom,1,3
1450,2018,Economy Class,Solo Leisure,Copenhagen to Doha,5,-0.4,"crew were lovely, didn't feel tired on arrival.",1,3
1451,2018,Economy Class,Family Leisure,Washington to Jakarta via Doha,6,-0.3,"kids food good, kids toy activity good, got help from flight attendant",1,3
1453,2018,Business Class,Solo Leisure,Houston to Bangkok via Doha,10,0.9,the best business class i have ever experienced,1,3
1454,2018,Business Class,Solo Leisure,Washington to Doha,10,0.8,"qsuites are the most comfortable seats in business class i have ever used, qatar airways have the best service i have experienced",1,3
1456,2018,Business Class,Solo Leisure,Auckland to Manchester via Doha,9,0.9,"staff were attentive, competent and very pleasant",1,3
1457,2018,Business Class,Business,Doha to Mumbai,3,0.3,"qsuite 3k was really good, amazing tv, brilliant and innovative.",1,3
1459,2018,Business Class,Solo Leisure,Doha to Washington,10,0.8,"cabin staff super friendly, ife was up to date",1,3
1460,2018,Economy Class,Solo Leisure,Jakarta to Amsterdam via Doha,9,0.85,the best airlines i have ever flown with,1,3
1462,2018,Economy Class,Business,London to Doha,7,-0.6,"nice flight attendants, great aircraft and facilities",1,3
1463,2018,Business Class,Business,Shanghai to Stockholm via Doha,10,0.9,service on board is impeccable,1,3
1464,2018,Business Class,Family Leisure,Denpasar to Paris via Doha,10,0.9,best business class i have seen,1,3
1465,2018,Business Class,Solo Leisure,Muscat to London via Doha,10,0.95,"one of the best airlines, if not the best",1,3
1467,2018,Economy Class,Solo Leisure,Adelaide to Manchester via Doha,7,-0.4,"comfortable and spacious seats, good entertainment system and fantastic crew",1,3
1468,2018,Business Class,Solo Leisure,Kuwait to Singapore via Doha,4,-0.7,"crew on both sectors were fabulous, food and service was fabulous",1,3
1470,2018,Economy Class,Couple Leisure,London to Ho Chi Minh City via Doha,5,-0.3,cabin staff were exceptional,1,3
1471,2018,Economy Class,Solo Leisure,Doha to Bangkok,8,0.9,"cabin crew was patient, polite, helpful",1,3
1472,2018,Economy Class,Solo Leisure,Vienna to Doha,7,0.3,"cabin crew were better and more helpful, ife was good",1,3
1473,2018,Business Class,Couple Leisure,Edinburgh to Bangkok via Doha,8,0.7,onboard service was impeccable,1,3
1474,2018,Business Class,Couple Leisure,Bangkok to Edinburgh via Doha,10,0.9,impressive service from beginning to end,1,3
1475,2018,Economy Class,Solo Leisure,Colombo to Amsterdam via Doha,5,-0.3,seat and entertainment is very good,1,3
1476,2018,Business Class,Solo Leisure,Miami to Doha,10,0.9,onboard staff was very professional and courteous,1,3
1477,2018,Economy Class,Solo Leisure,Atlanta to Bangkok via Doha,9,0.85,"impressed with the airline staff, very comfortable",1,3
1478,2018,Business Class,Family Leisure,Doha to Johannesburg,10,0.8,"excellent experience, cabin staff prompt and helpful",1,3
1479,2018,Business Class,Business,Colombo to Philadelphia via Doha,6,0.7,food was excellent with a wide selection and good quality. staff in all four flights were very attentive and caring.,1,3
1480,2018,Economy Class,Family Leisure,Dublin to Auckland via Doha,10,0.95,exceptional service in every way,1,3
1481,2018,Business Class,Couple Leisure,Birmingham to Penang via Doha,9,0.85,service on all legs was outstanding,1,3
1482,2018,Business Class,Business,Hong Kong to Dublin via Doha,9,0.85,qatar offer an incredibly good service,1,3
1483,2018,Business Class,Solo Leisure,Birmingham to Manila via Doha,10,0.9,all crew on board were fantastic throughout the flight,1,3
1484,2018,Economy Class,Solo Leisure,Johannesburg to Edinburgh via Doha,2,-0.75,cabin staff service was good,1,3
1485,2018,Business Class,Couple Leisure,Adelaide to Frankfurt via Doha,8,0.7,our romanian flight attendant was excellent and attended to our every need,1,3
1486,2018,Economy Class,Solo Leisure,New York JFK to Kigali via Doha,7,0.3,"fantastic onboard service, best flight attendants",1,3
1487,2018,Business Class,Solo Leisure,Auckland to Doha,9,0.75,"service was superb, ife was very good",1,3
1488,2018,Business Class,Business,Ho Chi Minh City to Kigali via Doha,7,-0.2,"fas are the best in the air, always focused, energetic, proactive, attentive, and committed, and hardworking",1,3
1489,2018,Business Class,Business,Auckland to Cape Town via Doha,10,0.9,fabulous service at auckland airport,1,3
1490,2018,Economy Class,Couple Leisure,Edinburgh to Perth via Doha,6,-0.2,"comfortable seats, delightful staff",1,3
1491,2018,Economy Class,Solo Leisure,Doha to London Heathrow,7,0.3,food onboard was fantastic,1,3
1492,2018,Economy Class,Solo Leisure,Dublin to Melbourne via Doha,10,0.9,5 star airline,1,3
1494,2018,Business Class,Solo Leisure,Doha to Auckland,10,0.8,unbelievable high standards qatar airways deliver,1,3
1495,2018,Economy Class,Family Leisure,Doha to Munich,10,0.9,onboard service is unbeatable,1,3
1496,2018,Economy Class,Solo Leisure,Manchester to Delhi via Doha,8,0.7,cabin crew were pleasant and apologetic,1,3
1497,2018,Business Class,Business,Ahmedabad to Chicago via Doha,8,0.9,everything starting from ground services at ahmedabad airport till chicago was up to mark,1,3
1499,2018,Business Class,Couple Leisure,Oslo to Doha,9,0.75,service was excellent,2,2
1500,2018,Business Class,Couple Leisure,Doha to Sydney,10,0.8,seats are very comfortable and cabin crew is excellent,1,3
1501,2018,Business Class,Couple Leisure,Phuket to Doha,10,0.8,"polite and friendly cabin crew, nice surprise meal",1,3
1502,2018,Economy Class,Family Leisure,New York to Dhaka via Doha,10,0.9,"their staff service was good, the plane was nice",1,3
1505,2018,Business Class,Solo Leisure,Bangkok to Copenhagen via Doha,7,-0.2,"qatar a380 business has to be my favorite aircraft, so quiet and comfortable.",1,3
1506,2018,Business Class,Solo Leisure,Melbourne to Dublin via Doha,6,-0.2,"comfortable seat, good lounge service",1,3
1507,2018,Economy Class,Couple Leisure,Johannesburg to Houston via Doha,2,-0.3,friendly and good service from jnb to doh crew,1,3
1508,2018,Economy Class,Couple Leisure,Frankfurt to Ho Chi Minh City via Doha,10,0.8,"friendly and attentive cabin crew, excellent food",1,3
1509,2018,Economy Class,Solo Leisure,London to Sydney via Doha,6,0.3,"pleasant and responsive crew, good ife system",1,3
1511,2018,Business Class,Solo Leisure,Copenhagen to Bangkok via Doha,8,0.3,friendly and had a genuine warmth from crew,1,3
1512,2018,Business Class,Family Leisure,Doha to Paris CDG,9,0.8,personal and professional cabin staff,1,3
1513,2018,Business Class,Business,Bangkok to Doha,10,0.9,"flight crew was very kind, polite, attentive and caring",1,3
1514,2018,Business Class,Business,Frankfurt to Cape Town via Doha,4,-0.8,crew was friendly and attentive,1,3
1516,2018,Economy Class,Solo Leisure,Birmingham to Melbourne via Doha,10,0.9,cabin crew went above and beyond,1,3
1517,2018,Business Class,Business,Kigali to Ho Chi Minh City via Doha,7,-0.3,fa service is excellent,1,3
1518,2018,Economy Class,Solo Leisure,Boston to Bangkok via Doha,10,0.85,"great service, food good",1,3
1519,2018,Economy Class,Solo Leisure,London to Melbourne via Doha,8,0.7,"extra inches of seat comfort, good service",1,3
1521,2018,Economy Class,Family Leisure,Chicago to Hyderabad via Doha,10,0.9,qatar airways staff helped us quickly and efficiently,1,3
1522,2018,Economy Class,Solo Leisure,Singapore to Berlin via Doha,5,-0.2,"cabin crew were nice, polite and friendly",1,3
1524,2018,Economy Class,Business,London to Lahore via Doha,8,0.6,cabin crew efficient and pleasant,1,3
1525,2018,Economy Class,Business,Chicago to Doha,3,-0.75,food is pleasantly surprising in quality and quantity,1,3
1526,2018,Economy Class,Solo Leisure,London Heathrow to Islamabad via Doha,10,0.95,excellent service through and through,1,3
1527,2018,Economy Class,Family Leisure,Tbilisi to Kuala Lumpur via Baku / Doha,10,0.85,staff was very helpful and nice,1,3
1528,2018,Business Class,Solo Leisure,Venice to Bangkok via Doha,10,0.75,"decent food and service, top notch service and food",1,3
1531,2018,Economy Class,Solo Leisure,Doha to Miami,10,0.9,"excellent experience, good care from flight attendants",1,3
1532,2018,Economy Class,Solo Leisure,Philadelphia to Manila via Doha,8,0.8,crew was helpful and organized,1,3
1533,2018,Economy Class,Solo Leisure,Doha to Kathmandu,9,0.7,staff did all the handling very well,1,3
1534,2018,Business Class,Business,"Ho Chi Minh to Kigali via Doha, Entebbe",7,-0.2,"world class service, good drinks, clean, newer aircrafts, good lounge in doha with slumber rooms",1,3
1535,2018,Economy Class,Solo Leisure,Munich to Doha,9,0.8,"cabin crew is friendly, seats are comfortable",1,3
1536,2018,Business Class,Solo Leisure,Athens to Doha,9,0.9,service was simply amazing,1,3
1537,2018,Business Class,Solo Leisure,Berlin to Kuala Lumpur via Doha,9,0.8,"overall, highly recommended",1,3
1538,2018,Economy Class,Family Leisure,Washington to Doha,10,0.9,great job qatar airways,1,3
1539,2018,Economy Class,Solo Leisure,Maputo to Doha,8,0.3,cabin crew are superb and helpful,1,3
1541,2018,Economy Class,Solo Leisure,Manchester to Bangkok via Doha,10,0.9,noticeably better than other airlines i have flown with,1,3
1542,2018,Economy Class,Couple Leisure,Melbourne to Geneva via Doha,4,-0.75,food and drink i cannot fault - probably the best airline food i've had in economy.,1,3
1543,2018,Business Class,Solo Leisure,Dallas Ft Worth to Colombo via Doha,7,-0.1,"crew professional and friendly, clean toilets",1,3
1544,2018,Economy Class,Couple Leisure,São Paulo to Athens via Doha,10,0.9,"service very friendly, food good quality",1,3
1545,2018,Business Class,Solo Leisure,Hong Kong to Vienna via Doha,10,0.95,"excellent service, high quality",1,3
1546,2018,Business Class,Solo Leisure,Miami to Mumbai via Doha,10,0.95,inflight experience is definitely what separates qatar airways from the competition,1,3
1547,2018,Economy Class,Business,New York JFK to Doha,7,0.3,"brand new aircraft was awesome, providing lots of room",1,3
1548,2018,Business Class,Solo Leisure,Doha to Houston,4,-0.3,inflight product is great in the premium class,1,3
1549,2018,Economy Class,Business,Doha to Athens,9,0.8,cabin crew professionalism and handling of the situation,1,3
1550,2018,Economy Class,Business,Doha to Dubai,8,0.8,"very tasty chicken sandwich, welcoming staff",1,3
1551,2018,Economy Class,Business,Dubai to Doha,9,0.85,"excellent ground services, punctual departure",1,3
1552,2017,Business Class,Solo Leisure,Berlin Tegel to Incheon via Doha,10,0.9,"txl-doh flight excellent, comfortable seats, entertainment system had many choices and worked perfectly",1,3
1553,2017,Economy Class,Solo Leisure,Milan to Jakarta via Doha,3,0.1,"friendly cabin crew, ife options",1,3
1554,2017,Economy Class,Family Leisure,Munich to Male via Doha,10,0.9,exceptional with excellent service,1,3
1555,2017,Business Class,Family Leisure,Maldives to Doha,10,0.85,everything was just excellent,1,3
1556,2017,Economy Class,Couple Leisure,Melbourne to London via Doha,8,0.9,best experience on our flight,1,3
1557,2017,Business Class,Couple Leisure,Doha to Philadelphia,10,0.7,qatar’s service is the best in the industry,1,3
1558,2017,Business Class,Couple Leisure,Manila to Doha,10,0.9,best traveling experience ever,1,3
1560,2017,Economy Class,Solo Leisure,Jakarta to Paris via Doha,8,0.7,"amazing food, friendly cabin crew",1,3
1562,2017,Economy Class,Couple Leisure,Doha to Manila,10,0.85,qatar offers a superior product and outstanding service,1,3
1563,2017,Economy Class,Couple Leisure,Philadelphia to Doha,10,0.9,the service is outstanding,1,3
1564,2017,Premium Economy,Solo Leisure,Muscat to Kochi via Doha,10,0.9,enjoyed the quality of service,1,3
1565,2017,Economy Class,Business,Bangkok to Ho Chi Minh City,8,0.6,"allowed to move to a better seat, boarding smooth",1,3
1566,2017,Business Class,Solo Leisure,Venice to Bangkok via Doha,8,0.8,extraordinary service and food,1,3
1568,2017,Economy Class,Couple Leisure,Doha to Perth,7,0.6,"food and drinks were above average, flight punctual",1,3
1569,2017,Economy Class,Solo Leisure,Bangkok to London via Doha,9,0.9,amazing service and helpful staff,1,3
1570,2017,Economy Class,Couple Leisure,Auckland to Doha,8,0.7,onboard catering was very good,1,3
1571,2017,Business Class,Couple Leisure,Paris to Perth via Doha,5,0.3,"comfortable seating, great food, good entertainment options",1,3
1572,2017,Business Class,Family Leisure,BKK to DOH,6,0.6,inflight service and cabin crew friendly,1,3
1574,2017,Business Class,Business,Doha to Guangzhou,9,-0.2,good service beyond expectations,1,3
1575,2017,Business Class,Couple Leisure,London to Melbourne via Doha,10,0.9,business class was superb in every way,1,3
1576,2017,Business Class,Couple Leisure,Melbourne to Oslo via Doha,10,0.9,such a comfortable flight,1,3
1577,2017,Business Class,Couple Leisure,Doha to London,9,0.9,the seat is excellent with ample storage,1,3
1579,2017,Economy Class,Solo Leisure,Dallas to Colombo via Doha,8,0.6,"cabin and seats were clean and spacious, flight attendant crew was super nice and friendly",1,3
1581,2017,Economy Class,Solo Leisure,Atlanta to Chennai return via Doha,6,-0.2,"good meal options and entertainment, useful seat goodie bag",1,3
1582,2017,Economy Class,Solo Leisure,Doha to Budapest,9,0.9,cabin manager's exceptional service and caring kindness,1,3
1583,2017,Economy Class,Solo Leisure,Cape Town to London via Doha,10,0.9,service was very good for economy,1,3
1584,2017,Business Class,Couple Leisure,Paris to Doha,10,0.9,"amazing experience, food was really good",1,3
1585,2017,Economy Class,Couple Leisure,Bangkok to London via Doha,9,0.9,"great service, food was good for economy",1,3
1586,2017,Economy Class,Couple Leisure,Durban to Stockholm via Doha,10,0.9,qatar airways is by a long mile the best,1,3
1587,2017,First Class,Solo Leisure,Delhi to London via Doha,7,0.3,csd was professional but friendly and the other crew were a joy,1,3
1588,2017,Economy Class,Solo Leisure,Kiev to Doha,10,0.9,great service in the cabin and on the ground,1,3
1589,2017,Economy Class,Solo Leisure,Doha to Hong Kong,10,0.85,"best customer service, personalized assistance",1,3
1590,2017,Business Class,Business,Paris to Doha,10,0.9,"crew are wonderful, really wonderful aircraft, crew and service",1,3
1592,2017,Business Class,Couple Leisure,Copenhagen to Male via Doha,6,-0.3,"lovely pyjamas, a350 cabin experience",1,3
1593,2017,Business Class,Business,Bangkok to Paris via Doha,10,0.8,service onboard is fabulous,1,3
1594,2017,Economy Class,Business,London Heathrow to Doha,9,0.8,"superb service throughout, pleasant staff",1,3
1596,2017,Business Class,Solo Leisure,Manchester to Auckland via Doha,8,0.1,staff were attentive,1,3
1597,2017,Economy Class,Couple Leisure,London Heathrow to Male via Doha,10,0.9,plane comfort is unbelievable,1,3
1598,2017,Economy Class,Couple Leisure,London to Tokyo via Doha,9,0.85,the aircraft was spotless,1,3
1599,2017,Economy Class,Solo Leisure,Manchester to Seoul via Doha,7,0.1,doha airport looked fantastic,1,3
1602,2017,Economy Class,Business,Tehran to Perth via Doha,7,-0.3,hospitality of qatar airways is unique and appreciable,1,3
1604,2017,Business Class,Business,MAA to JFK via DOH,4,-0.3,dedicated stewardesses in business class,1,3
1605,2017,Economy Class,Business,Johannesburg to Chicago via Doha,10,0.95,"exemplary service, changed seat allocation",1,3
1607,2017,Economy Class,Solo Leisure,Bangkok to Doha,10,0.8,nice seat and great ife,1,3
1608,2017,Business Class,Solo Leisure,Manchester to Bangkok via Doha,10,0.95,"seats comfortable even for passengers of my height, food on qatar to be the best with lots of choice, outstanding flight crews on all four flights.",1,3
1609,2017,Economy Class,Family Leisure,Salalah to Frankfurt via Doha,8,0.4,"very tasty food and drinks, great services",1,3
1611,2017,Economy Class,Business,Athens to Doha,8,0.8,"very polite and attentive crew, tasty food",1,3
1613,2017,Economy Class,Family Leisure,Sydney to London via Doha,10,0.85,"excellent cabin crew, good food and drinks",1,3
1614,2017,Economy Class,Family Leisure,Sydney to London via Doha,10,0.85,"excellent economy seats, cabin crew did an excellent job",1,3
1616,2017,Economy Class,Solo Leisure,Hanoi to Bangkok,8,0.3,good service onboard with professional staff.,1,3
1617,2017,Business Class,Business,London to Colombo via Doha,9,0.8,qatar airways london lounge is first rate,1,3
1618,2017,Economy Class,Solo Leisure,Muscat to London via Doha,10,0.8,"flight was spacious, food nice, cabin crew helpful, entertainment good",1,3
1619,2017,Economy Class,Solo Leisure,Hong Kong to Doha,10,0.85,"exceptional service, quality food",1,3
1620,2017,Economy Class,Solo Leisure,Doha to Kiev,10,0.85,service as always exceptional,1,3
1621,2017,Economy Class,Solo Leisure,Doha to Kochi,8,0.8,in-flight service was awesome,1,3
1622,2017,Business Class,Solo Leisure,Doha to Ahmedabad,8,0.7,seats were comfortable for a short haul,1,3
1625,2017,Business Class,Couple Leisure,Manchester to Doha,9,0.7,cabin crew exceptionally good,1,3
1626,2017,Business Class,Couple Leisure,Doha to Bali,10,0.85,"seats were comfortable, food and drink good",1,3
1627,2017,Business Class,Solo Leisure,Stockholm to Singapore via Doha,6,0.3,"great personalized service, decent food, great seat and good ife",1,3
1628,2017,Business Class,Business,Copenhagen to Ho Chi Minh City via Doha,8,0.8,"crew were very joyful, joking, focused, and in good shape – worked hard throughout the flight.",1,3
1629,2017,Economy Class,Couple Leisure,Auckland to Dublin via Doha,10,0.95,"highly recommend this airline, the crew, plane, food, seat, entertainment",1,3
1630,2017,Economy Class,Solo Leisure,Doha to Karachi,8,0.7,"inflight service and cabin crew was good, meal and announcement in 3 languages",1,3
1632,2017,Business Class,Solo Leisure,New York JFK to Doha,6,0.2,impressive large selection of movies available,1,3
1633,2017,Economy Class,Solo Leisure,Auckland to Athens via Doha,5,0.2,cabin and ground staff were very nice and helpful,1,3
1634,2017,Business Class,Solo Leisure,Melbourne to Helsinki via Doha,10,0.9,"attentive flight attendants, delicious food and wine",1,3
1635,2017,Business Class,Solo Leisure,Doha to Kolkata,9,0.9,"superb inflight experience, smooth flight",1,3
1637,2017,Economy Class,Solo Leisure,Doha to Perth,10,0.8,"cabin staff were calm, professional and helpful",1,3
1638,2017,Economy Class,Family Leisure,Kuala Lumpur to London via Doha,5,0.1,"food was good, both planes left on time, connecting at hamad easy.",1,3
1639,2017,Economy Class,Solo Leisure,Bangkok to Bucharest via Doha,7,-0.2,"cabin service was great, food was excellent",1,3
1641,2017,Economy Class,Solo Leisure,Munich to Doha,Not Rated,0.8,fabulous service from qatar airways,1,3
1642,2017,Economy Class,Solo Leisure,Philadelphia to Hyderabad via Doha,10,0.95,qatar airways service was excellent,1,3
1643,2017,Business Class,Solo Leisure,Manchester to Singapore via Doha,10,0.9,seat was so comfortable,1,3
1644,2017,Business Class,Solo Leisure,Dallas Ft Worth to Kuala Lumpur via Doha,8,0.8,"superior flight attendants, considerate service, smooth take-off and landing.",1,3
1645,2017,Business Class,Solo Leisure,Edinburgh to Muscat via Doha,10,0.92,qatar airways staff are not too much trouble,1,3
1647,2017,Economy Class,Family Leisure,Bangkok to Milan via Doha,10,0.8,seats are very comfortable and felt like an armchair in full recline.,1,3
1648,2017,Economy Class,Solo Leisure,Los Angeles to Doha,9,0.8,"enjoyed the experience, cabin crew deserve respect",1,3
1649,2017,Business Class,Family Leisure,New York JFK to Doha,9,0.8,"standard of cabin service is still very high, delicious catering",1,3
1650,2017,Economy Class,Family Leisure,Istanbul to Adelaide via Doha,7,0.2,"planes were tidy and clean, seats were comfortable",1,3
1651,2017,Economy Class,Couple Leisure,Melbourne to Belgrade via Doha,10,0.9,"aircraft was spotless, attendants very courteous",1,3
1652,2017,Economy Class,Solo Leisure,Denpasar to Berlin via Doha,5,0.7,better passenger staff ratio and better service,1,3
1655,2017,Economy Class,Solo Leisure,Edinburgh to Melbourne Australia via Doha,9,0.9,staff work hard with smiles,1,3
1657,2017,Economy Class,Business,London to Kolkata via Doha,3,-0.8,staff all very friendly,1,3
1658,2017,Economy Class,Solo Leisure,New York to Bangkok via Doha,5,0.2,food was surprisingly good,1,3
1659,2017,Business Class,Couple Leisure,Berlin to Singapore via Doha,10,0.85,"friendly staff, comfy seats and fab food and drinks.",1,3
1661,2017,Economy Class,Solo Leisure,Stockholm to Bangkok via Doha,6,-0.3,"friendly cabin crew, clean toilets",1,3
1662,2017,Business Class,Business,Dubai to Singapore via Doha,8,0.8,"great end to end service, planes are clean and new, seats are large, crew efficient and very kind",1,3
1663,2017,Economy Class,Business,London Heatrhow to Doha,10,0.85,staff were nice and helpful,1,3
1664,2017,Economy Class,Solo Leisure,Dhaka to Larnaca via Doha,9,0.8,"inflight food and service were great, staff were amazing",1,3
1665,2017,Business Class,Business,Hong Kong to London via Doha,7,0.1,"staff extremely good, business class lounge in doha excellent",1,3
1666,2017,Economy Class,Couple Leisure,Frankfurt to Bangkok via Doha,9,0.85,"better than emirates, better cabin service",1,3
1667,2017,Business Class,Couple Leisure,Adelaide to London via Doha,9,0.85,absolutely fabulous experience,1,3
1668,2017,Business Class,Business,Zurich to Adelaide via Doha,4,-0.75,comfortable seats,1,3
1669,2017,Economy Class,Solo Leisure,Berlin Tegel to Auckland via Doha,7,0.6,routing and timing brilliant,1,3
1670,2017,Business Class,Business,Adelaide to Zurich via Doha,4,-0.7,"seats are comfortable, cabin crew friendly",1,3
1671,2017,Economy Class,Family Leisure,Manila to Paris via Doha,9,0.8,"everything is superb, from check in to the flights themselves",1,3
1672,2017,Economy Class,Family Leisure,Venice to Male via Doha,8,0.8,crew is the best you can find,1,3
1673,2017,Economy Class,Solo Leisure,Hanoi to Bangkok,8,0.8,"crew were efficient and friendly, flight on time",1,3
1674,2017,Economy Class,Solo Leisure,Perth to Milan via Doha,9,0.85,"impressed with improvements, friendly cabin crew",1,3
1675,2017,Economy Class,Solo Leisure,Melbourne to Doha,3,-0.8,cabin crews delightful and professional,1,3
1676,2017,Economy Class,Family Leisure,Sydney to Athens via Doha,8,0.8,"excellent staff, good food, great entertainment",1,3
1677,2017,Economy Class,Family Leisure,Karachi to Manchester via Doha,10,0.9,"very helpful, cared for, nice service",1,3
1678,2017,Economy Class,Family Leisure,Singapore to Zurich via Doha,9,0.85,"warm ambience, soft light, good meal taste",1,3
1679,2017,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,3,-0.2,seats were comfortable and spacious,1,3
1680,2017,Business Class,Family Leisure,Doha to Bangkok,9,0.9,"amazing experience, top notch food",1,3
1681,2017,Business Class,Solo Leisure,Kuwait to New York via Doha,9,0.8,"hostess brought beer, a350 quality",1,3
1682,2017,Economy Class,Solo Leisure,Mumbai to Boston via Doha,10,1.0,"cabin crew were remarkable, entertainment is excellent",1,3
1683,2017,Business Class,Couple Leisure,Bangkok to Warsaw via Doha,10,0.85,"seat arrangement is most comfortable, service reminds of high class restaurant",1,3
1684,2017,Economy Class,Solo Leisure,MAD to SIN via DOH,5,0.2,crews professional but robotic,1,3
1685,2017,Business Class,Couple Leisure,Los Angeles to Bangkok via Doha,10,0.95,flight attendants treated us so special,1,3
1686,2017,Economy Class,Solo Leisure,Auckland to London via Doha,10,0.95,best airline i have flown,1,3
1687,2017,Business Class,Family Leisure,London to Bali via Doha,10,0.9,"staff super friendly and attentive, amazing food",1,3
1688,2017,Economy Class,Couple Leisure,Melbourne to Athens via Doha,9,0.85,"restful and friendly atmosphere, attentive service",1,3
1689,2017,Economy Class,Family Leisure,BKK to FRA via DOH,10,0.9,"outstanding cabin crew, excellent food",1,3
1690,2017,Business Class,Couple Leisure,Birmingham to Bangkok via Doha,10,0.95,"excellent staff, amazing meal",1,3
1691,2017,Business Class,Business,Doha to Cape Town,10,0.95,"outstanding food, comfortable seat",1,3
1692,2017,Business Class,Couple Leisure,Bangkok to Copenhagen via Doha,9,0.9,top notch service and excellent crew,1,3
1693,2017,Economy Class,Family Leisure,Copenhagen to Ho Chi Minh City via Doha,8,0.7,"diligent crew, on-time flights",1,3
1694,2017,Business Class,Couple Leisure,Doha to Amsterdam,8,0.7,"service was excellent, tasty food",1,3
1695,2017,Business Class,Solo Leisure,Chicago to Delhi via Doha,10,0.9,"friendly cabin crew, excellent service",1,3
1696,2017,Economy Class,Family Leisure,Doha to Manila,10,0.9,the crew is assistive and the meal was great,1,3
1697,2017,Premium Economy,Couple Leisure,Atlanta to Lagos via Doha,10,0.9,"qatar airways arranged for hotel, food, and transportation",1,3
1698,2017,Business Class,Couple Leisure,Sydney to Doha,9,0.85,"excellent service, comfortable seats",1,3
1699,2017,Business Class,Solo Leisure,Belgrade to Doha,8,0.75,very comfortable and fully flat seat,1,3
1700,2017,Business Class,Business,Doha to London,9,0.9,service to london was faultless,1,3
1701,2017,Business Class,Business,Singapore to Madrid via Doha,9,0.95,"amazing seats, great food and wonderful service",1,3
1702,2017,Economy Class,Couple Leisure,London to Auckland via Doha,10,0.95,amazing service in doha,1,3
1703,2017,Economy Class,Solo Leisure,Baku to Tblisi,8,0.8,"friendly international crew, clean and nice aircraft",1,3
1704,2017,Business Class,Business,Athens to Doha,3,-0.5,"i love the staff, and mostly love the airline too",1,3
1705,2017,Economy Class,Couple Leisure,Dubai to Chongqing via Dubai,8,0.7,superior in comparison to others,1,3
1706,2017,Economy Class,Solo Leisure,London to Abu Dhabi via Doha,10,0.9,"plane was really lovely inside, comfortable seats",1,3
1707,2017,Economy Class,Solo Leisure,Munich to Bangkok via Doha,10,0.8,"courteous, well trained and hard working cabin crew",1,3
1708,2017,Economy Class,Solo Leisure,Sofia to Abu Dhabi via Doha,3,-0.8,nice food,1,3
